DATE (MM/DD/YYYY),HOUR-MST,Avg Global CMP11 (cor) [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Airmass,Avg Tower Dry Bulb Temp [deg C],Avg Total Cloud Cover [%],Avg Avg Wind Speed @ 33ft [m/s],Avg 500nm Research AOD,Avg Albedo (CMP11)
1/1/2020,8,9.3189,89.2701,121.194,19.8985,6.641,3.3667,4.396,0.3788,0.0796
1/1/2020,9,55.4536,80.0739,131.4584,5.9555,9.2727,19.8667,6.7749,1.0303,0.2095
1/1/2020,10,252.3488,72.2978,143.1744,3.2982,10.3625,30.3667,4.9872,0.5937,0.2282
1/1/2020,11,147.6704,66.5194,156.5484,2.505,10.0358,93.95,5.6008,3.2931,0.1895
1/1/2020,12,145.6382,63.332,171.3501,2.2206,7.7141,95.9833,5.9457,4.1392,0.1806
1/1/2020,13,150.3716,63.1401,186.7756,2.2057,8.3276,89.7833,3.9223,3.8119,0.1774
1/1/2020,14,349.4505,65.9703,201.7104,2.4504,9.504,53.2333,4.811,1.0003,0.2085
1/1/2020,15,302.4892,71.4566,215.288,3.1504,10.2512,26.5614,5.9297,0.9037,0.2244
1/1/2020,16,177.3686,79.0186,227.2082,5.3564,8.545,7.2333,7.5511,0.0516,0.2495
1/1/2020,17,19.0963,88.0405,237.6372,20.6794,6.3704,0.2333,7.871,0.3284,0.0834
1/2/2020,8,8.9301,89.2873,121.0573,19.9773,0.4411,0.7333,4.7669,0.406,0.0553
1/2/2020,9,59.9544,80.0751,131.3185,5.9579,0.3785,6.5667,1.6527,0.9935,0.1509
1/2/2020,10,323.2229,72.2779,143.0311,3.2948,3.7862,10.45,2.6169,0.0525,0.2365
1/2/2020,11,432.9459,66.4745,156.4062,2.5006,5.9432,10.65,1.8075,0.0582,0.2227
1/2/2020,12,493.5482,63.2602,171.2182,2.2151,6.4606,9.0667,2.6136,0.0666,0.2191
1/2/2020,13,501.2676,63.0436,186.6647,2.1984,6.6309,11.2,3.752,0.0711,0.2209
1/2/2020,14,447.3481,65.8547,201.6272,2.4393,6.5206,14.4561,3.2482,0.0766,0.2256
1/2/2020,15,336.4915,71.3285,215.2324,3.1294,6.4371,18.8333,5.1068,0.5062,0.2295
1/2/2020,16,184.7027,78.8843,227.1758,5.2901,5.127,7.1667,6.061,0.0558,0.2589
1/2/2020,17,25.181,87.8994,237.6226,20.9494,2.9605,0.9833,2.9918,0.264,0.0913
1/3/2020,8,21.8276,89.3071,120.9161,19.1139,0.5032,-0.0833,5.58,0.02,0.1927
1/3/2020,9,164.7363,80.0698,131.1747,5.9562,2.3602,7.6667,5.2924,0.0323,0.284
1/3/2020,10,319.0627,72.2511,142.8849,3.2903,4.1512,17.05,6.1573,0.0795,0.2319
1/3/2020,11,409.4008,66.4222,156.2624,2.4955,5.341,14.3509,6.1042,0.1142,0.2212
1/3/2020,12,494.6781,63.1811,171.0863,2.2091,6.4582,8.9667,8.0309,0.0577,0.2198
1/3/2020,13,505.3357,62.9399,186.5558,2.1907,7.3442,7.7368,9.5239,0.0417,0.2219
1/3/2020,14,450.0033,65.7324,201.5477,2.4278,7.98,8.2167,9.9023,0.0379,0.2289
1/3/2020,15,338.195,71.1946,215.1818,3.1078,7.7821,6.9167,7.6882,0.4158,0.2421
1/3/2020,16,161.1365,78.7448,227.1491,5.2231,6.8571,4.8,6.6901,0.0975,0.2464
1/3/2020,17,31.9063,87.7541,237.6142,21.1965,5.8957,0.8833,8.8932,0.2522,0.1219
1/4/2020,8,21.0184,89.3125,120.7705,19.14,8.3266,1.8667,3.8135,0.0762,0.1376
1/4/2020,9,120.0878,80.0579,131.0272,5.9505,9.6625,20.5167,2.7053,0.2104,0.2318
1/4/2020,10,327.6366,72.2172,142.736,3.2845,12.5805,48.0167,1.606,0.1409,0.222
1/4/2020,11,443.7039,66.3626,156.1172,2.4897,14.0117,50.6833,2.5296,0.1571,0.2144
1/4/2020,12,407.9628,63.0944,170.9548,2.2026,13.8405,80.2333,3.3111,0.5429,0.2084
1/4/2020,13,383.5786,62.829,186.449,2.1825,14.4858,47.3167,4.104,0.4703,0.2123
1/4/2020,14,440.3637,65.6034,201.472,2.4158,15.2082,39.9167,3.8444,0.161,0.2198
1/4/2020,15,283.8959,71.0547,215.1362,3.0856,14.8402,33.2333,2.9417,0.4577,0.2231
1/4/2020,16,192.6196,78.6003,227.1282,5.1555,15.2485,23.55,1.8736,0.0668,0.2328
1/4/2020,17,40.3767,87.6046,237.612,21.4218,13.3638,7.45,0.9559,0.2588,0.0861
1/5/2020,8,21.919,89.3119,120.6206,19.1375,-0.4466,-0.1333,2.9808,0.0123,0.1942
1/5/2020,9,159.4529,80.0394,130.8761,5.9407,0.9845,6.85,2.7299,0.0236,0.2815
1/5/2020,10,325.7125,72.1763,142.5844,3.2774,2.0954,9.1167,4.1551,0.0317,0.2376
1/5/2020,11,478.6391,66.2956,155.9706,2.4832,3.3128,20.4333,2.8976,0.0425,0.2241
1/5/2020,12,530.7626,63.0003,170.8235,2.1956,4.4072,22,3.4104,0.0612,0.22
1/5/2020,13,509.7764,62.7109,186.3445,2.1738,3.9598,8.7833,4.3386,0.0533,0.2242
1/5/2020,14,371.069,65.4678,201.4002,2.4033,3.4689,25.6833,4.0201,0.3873,0.2222
1/5/2020,15,336.1131,70.9091,215.0956,3.0628,3.4306,13.2833,4.1204,0.3029,0.2375
1/5/2020,16,189.3379,78.4508,227.113,5.0875,2.6043,6.5333,5.2239,0.0409,0.254
1/5/2020,17,33.2972,87.4511,237.6161,21.6261,1.0187,1.1167,4.7624,0.2508,0.1018
1/6/2020,8,29.9461,89.3052,120.4664,19.1062,-0.1392,5.4,6.2997,0.0296,0.1618
1/6/2020,9,126.8702,80.0144,130.7215,5.927,0.6295,33.2333,6.4607,0.3794,0.2521
1/6/2020,10,280.0167,72.1284,142.4303,3.2692,1.5087,9.7,6.1481,0.4641,0.2222
1/6/2020,11,444.9241,66.2213,155.8228,2.476,2.9162,9.7167,6.7822,0.0601,0.2272
1/6/2020,12,509.8311,62.8989,170.6927,2.1881,3.78,12.3167,5.2109,0.0957,0.2223
1/6/2020,13,524.7342,62.5857,186.2422,2.1647,3.9562,8.5,11.7034,0.0584,0.2265
1/6/2020,14,467.6193,65.3258,201.3324,2.3904,3.7338,12.85,9.3756,0.0561,0.2334
1/6/2020,15,353.329,70.7578,215.0601,3.0396,4.0811,5.7,7.1503,0.1612,0.2452
1/6/2020,16,197.0792,78.2965,227.1038,5.0193,4.3853,7.6833,3.8089,0.0426,0.2603
1/6/2020,17,36.0269,87.2937,237.6266,20.7368,3.2305,1.2333,2.6524,0.2478,0.1253
1/7/2020,8,25.5295,89.284,120.3082,18.8886,5.333,-0.1,3.4408,0.0149,0.1774
1/7/2020,9,161.9157,79.9827,130.5635,5.9094,7.1918,9.9833,2.9258,0.0333,0.2755
1/7/2020,10,330.0888,72.0735,142.2736,3.2597,9.0015,17.15,2.7988,0.0414,0.2313
1/7/2020,11,445.8967,66.1398,155.6737,2.4682,9.6003,16.15,3.224,0.0484,0.2241
1/7/2020,12,513.5743,62.7901,170.5624,2.1801,10.9933,12.9,3.0756,0.0513,0.2208
1/7/2020,13,474.9076,62.4535,186.1423,2.1552,11.6677,30.3167,3.8564,0.2376,0.2165
1/7/2020,14,517.5399,65.1774,201.2685,2.377,12.6405,58.25,3.6413,0.1172,0.2232
1/7/2020,15,357.4106,70.6009,215.0299,3.0158,13.1773,12.3667,2.6284,0.1138,0.2385
1/7/2020,16,193.6508,78.1374,227.1004,4.9509,11.9117,10.2667,2.7172,0.0428,0.2485
1/7/2020,17,34.498,87.1324,237.6434,20.9041,10.2803,2.1833,1.4039,0.2622,0.097
1/8/2020,8,10.9638,89.2653,120.1459,19.8758,2.6171,-0.3,3.7569,0.1402,0.131
1/8/2020,9,127.2856,79.9444,130.4021,5.8878,4.0113,8.9,3.2467,0.2087,0.2367
1/8/2020,10,282.5664,72.0115,142.1146,3.2491,7.1899,8.9833,1.6677,0.1882,0.2295
1/8/2020,11,435.2076,66.0509,155.5236,2.4597,10.7088,10.4333,1.8575,0.0468,0.2234
1/8/2020,12,499.9606,62.6741,170.4327,2.1716,12.7563,11.05,2.9926,0.06,0.2199
1/8/2020,13,476.4957,62.3143,186.0449,2.1453,14.2437,29.1833,3.7122,0.3339,0.215
1/8/2020,14,360.2801,65.0226,201.2088,2.3633,14.5247,65.4833,1.9018,0.749,0.2101
1/8/2020,15,356.7552,70.4385,215.0049,2.9917,14.4808,14.7333,3.8344,0.0728,0.2372
1/8/2020,16,201.5534,77.9736,227.1029,4.8825,13.602,8.7018,5.3508,0.0444,0.2533
1/8/2020,17,39.4091,86.9759,237.6665,21.2108,11.7553,1.8,5.2592,0.2702,0.1419
1/9/2020,8,18.2952,89.2405,119.9798,19.7631,-0.4935,0.3,4.3208,0.1833,0.1148
1/9/2020,9,159.1102,79.8996,130.2376,5.8625,1.2016,7.4833,3.0727,0.0493,0.2795
1/9/2020,10,315.693,71.9427,141.9532,3.2374,3.4391,7.0833,3.4417,0.053,0.2354
1/9/2020,11,397.0521,65.9549,155.3724,2.4506,4.4249,17.5833,3.6207,0.1752,0.2239
1/9/2020,12,496.6538,62.5508,170.3037,2.1627,5.0218,14.6167,3.7201,0.1093,0.2215
1/9/2020,13,512.4059,62.1682,185.95,2.135,5.6053,11.9833,3.6005,0.0929,0.2243
1/9/2020,14,481.1278,64.8615,201.1532,2.3491,6.2034,21.3667,3.3417,0.1006,0.2316
1/9/2020,15,204.6606,70.2707,214.9852,2.9672,5.5235,83.2456,2.4508,1.6757,0.1976
1/9/2020,16,71.8757,77.8052,227.1115,4.8143,4.2458,93.2667,3.8738,2.5426,0.1849
1/9/2020,17,17.9002,86.8073,237.6961,21.3412,3.22,21.2833,3.8789,0.9591,0.123
1/10/2020,8,8.7489,89.2096,119.8098,19.6218,-4.8326,-0.45,2.2079,0.4761,0.0587
1/10/2020,9,152.0851,79.8481,130.0699,5.8335,-2.3035,5.8167,1.7605,0.1132,0.2711
1/10/2020,10,299.4436,71.8668,141.7896,3.2245,-0.3768,9.7167,2.9623,0.1205,0.2401
1/10/2020,11,298.4206,65.8516,155.2202,2.4409,-0.9697,64.0833,4.2487,2.0585,0.2048
1/10/2020,12,506.2044,62.4203,170.1753,2.1534,-0.2766,28.6333,3.7178,0.2913,0.2143
1/10/2020,13,496.0064,62.0152,185.8577,2.1243,0.0466,62.4167,3.66,0.6264,0.2113
1/10/2020,14,369.1431,64.6943,201.1018,2.3347,-0.8136,26.7167,2.7019,0.5769,0.2247
1/10/2020,15,226.9615,70.0975,214.9708,2.9423,-1.8401,21.2333,3.5161,0.8149,0.2185
1/10/2020,16,199.6405,77.6324,227.126,4.7463,-2.4006,10.0167,3.7999,0.1053,0.2653
1/10/2020,17,39.0261,86.6351,237.732,20.3603,-4.2083,1.5,2.9817,0.2982,0.1566
1/11/2020,8,24.595,89.1726,119.6361,19.451,-10.2845,1.3,1.9445,0.0992,0.1638
1/11/2020,9,165.7066,79.79,129.8991,5.8009,-8.5896,16.2,2.2901,0.4437,0.2367
1/11/2020,10,367.1946,71.784,141.6239,3.2106,-5.5566,7.4333,1.6869,0.05,0.242
1/11/2020,11,457.5572,65.7413,155.0672,2.4305,-2.7764,7.0667,2.2744,0.058,0.2282
1/11/2020,12,516.6553,62.2827,170.0478,2.1436,1.221,8.9,2.1179,0.0589,0.2235
1/11/2020,13,517.6144,61.8555,185.7681,2.1133,4.3466,10.75,2.0366,0.0741,0.2248
1/11/2020,14,423.9786,64.5209,201.0547,2.3199,4.5002,21.2,2.4364,0.258,0.2242
1/11/2020,15,234.1126,69.9191,214.9618,2.9172,4.2387,17.7833,1.3414,0.609,0.2202
1/11/2020,16,70.237,77.4552,227.1465,4.6786,3.3724,71.35,1.8273,2.1837,0.1659
1/11/2020,17,10.6471,86.4595,237.7743,19.3599,2.5172,25.1667,1.6066,1.0345,0.0827
1/12/2020,8,22.5164,89.1295,119.4588,19.2501,-0.8692,-0.0167,2.0299,0.0283,0.1908
1/12/2020,9,163.2731,79.7254,129.7254,5.7649,0.6111,6.35,2.9338,0.0469,0.281
1/12/2020,10,329.0272,71.6944,141.456,3.1956,1.9362,6.5667,5.3256,0.0469,0.2401
1/12/2020,11,455.2311,65.6238,154.9133,2.4197,2.6039,7.35,6.0434,0.0499,0.2291
1/12/2020,12,528.2668,62.138,169.9211,2.1335,3.7848,7.5,4.0991,0.0502,0.2242
1/12/2020,13,543.8455,61.689,185.6811,2.102,4.3828,14.3167,6.161,0.0751,0.2265
1/12/2020,14,469.3881,64.3415,201.012,2.3048,4.8637,19.95,4.7996,0.1228,0.2303
1/12/2020,15,208.7827,69.7355,214.9583,2.8918,4.223,29.3667,3.922,1.7207,0.204
1/12/2020,16,194.9713,77.2737,227.1732,4.6113,4.4119,56.5833,5.2659,0.2653,0.2424
1/12/2020,17,65.0392,86.2719,237.823,18.204,2.823,31.7833,7.065,0.3229,0.1701
1/13/2020,8,21.9647,89.0718,119.2779,19.9373,-4.3448,0.0333,1.4943,0.0355,0.195
1/13/2020,9,147.8616,79.6542,129.5487,5.7255,-2.6075,5.35,1.622,0.1255,0.2536
1/13/2020,10,320.2475,71.5979,141.2861,3.1796,-0.0869,6.9667,1.5998,0.0598,0.2362
1/13/2020,11,443.7626,65.4993,154.7587,2.4083,1.1184,21.3667,2.3181,0.1161,0.225
1/13/2020,12,203.9189,61.9862,169.7953,2.1229,0.9676,79.8,1.878,2.7786,0.1889
1/13/2020,13,201.999,61.5159,185.5969,2.0904,2.2876,94.0667,4.7304,3.722,0.1856
1/13/2020,14,483.18,64.1562,200.9737,2.2895,4.3598,18.0667,7.0461,0.0865,0.2328
1/13/2020,15,379.588,69.5468,214.9603,2.8662,5.2559,15,3.9421,0.0877,0.2375
1/13/2020,16,221.3639,77.0879,227.2058,4.5445,5.1731,7.6667,4.6442,0.0457,0.2589
1/13/2020,17,50.4004,86.0896,237.8782,17.228,3.4613,1.2667,6.4998,0.2881,0.161
1/14/2020,8,24.4069,89.0166,119.0936,19.687,1.1911,-0.1167,3.1586,0.02,0.2012
1/14/2020,9,166.5287,79.5765,129.3693,5.6831,3.7716,7.0333,2.651,0.0385,0.2773
1/14/2020,10,331.9319,71.4945,141.1143,3.1627,8.1233,7.3833,5.4634,0.0445,0.2382
1/14/2020,11,458.8108,65.3677,154.6033,2.3963,9.9147,9.75,6.7765,0.0482,0.2253
1/14/2020,12,529.8178,61.8275,169.6704,2.112,11.0158,11.0667,5.6562,0.053,0.2211
1/14/2020,13,540.4765,61.3362,185.5156,2.0785,12.1922,10.0667,7.8117,0.0543,0.223
1/14/2020,14,484.104,63.965,200.9398,2.2739,13.0182,16.8167,7.5713,0.0646,0.2281
1/14/2020,15,365.313,69.3532,214.9678,2.8405,13.6198,9.2667,5.0439,0.0804,0.2376
1/14/2020,16,220.3663,76.8981,227.2446,4.4783,12.3613,8.9649,8.9831,0.0646,0.2569
1/14/2020,17,50.8639,85.9041,237.9397,16.2885,10.61,1.75,6.1723,0.2789,0.1433
1/15/2020,8,24.0575,88.9552,118.906,19.4039,-4.7078,-0.0167,0.6791,0.0302,0.2035
1/15/2020,9,168.6917,79.4922,129.1871,5.6376,-2.659,7.15,1.1974,0.0393,0.2804
1/15/2020,10,329.6621,71.3843,140.9406,3.1448,1.1551,6.7,1.6789,0.0466,0.2401
1/15/2020,11,451.3836,65.2292,154.4473,2.3839,1.142,8.7167,2.6231,0.0586,0.2278
1/15/2020,12,523.7876,61.6619,169.5466,2.1008,2.8358,9.8,4.3125,0.0624,0.223
1/15/2020,13,533.6485,61.1499,185.4371,2.0663,4.2503,8.6333,6.1304,0.0673,0.2249
1/15/2020,14,480.9815,63.768,200.9104,2.2581,5.1412,15.1,7.1675,0.0685,0.2306
1/15/2020,15,373.0866,69.1546,214.9808,2.8146,5.3651,7.0877,7.6485,0.0628,0.2408
1/15/2020,16,219.1262,76.7043,227.2895,4.4128,4.5767,7.9167,8.3407,0.0595,0.2544
1/15/2020,17,53.4677,85.7155,238.0076,15.3959,2.6662,2.0667,9.2332,0.2727,0.1662
1/16/2020,8,18.036,88.8794,118.715,20.0078,-6.8259,1.6667,1.5863,0.4452,0.1004
1/16/2020,9,184.2548,79.4015,129.0023,5.5894,-4.4646,46.9667,1.5135,0.1646,0.2522
1/16/2020,10,308.6727,71.2674,140.765,3.1261,-2.3105,64.1833,1.9551,0.3287,0.2233
1/16/2020,11,334.5207,65.0838,154.2907,2.371,-0.862,65.6333,2.1754,0.6293,0.2138
1/16/2020,12,362.4083,61.4895,169.4238,2.0893,-0.2808,86.5333,1.9287,0.8303,0.2075
1/16/2020,13,343.1479,60.9573,185.3616,2.0538,0.932,87.45,1.6298,1.1032,0.2046
1/16/2020,14,276.5686,63.5653,200.8856,2.2421,1.4258,97.9649,1.849,1.7086,0.1981
1/16/2020,15,201.327,68.9513,214.9995,2.7886,1.7037,97.7333,1.1277,1.6804,0.1973
1/16/2020,16,108.3955,76.5065,227.3406,4.3479,1.6949,97.65,1.0559,1.5098,0.1881
1/16/2020,17,22.1788,85.5323,238.0819,14.7102,0.6147,42.45,1.4497,1.2043,0.1242
1/17/2020,8,25.1753,88.8059,118.521,19.6745,3.2398,0.5333,2.4146,0.0214,0.202
1/17/2020,9,170.0707,79.3043,128.8148,5.5385,4.9191,8.95,1.3851,0.0373,0.2662
1/17/2020,10,327.628,71.1438,140.5877,3.1065,8.3904,13.35,2.1604,0.0683,0.2343
1/17/2020,11,443.8121,64.9315,154.1335,2.3577,9.9615,15.0167,7.1033,0.1019,0.2224
1/17/2020,12,552.7774,61.3102,169.3022,2.0774,8.9595,47.8,9.3731,0.193,0.2168
1/17/2020,13,568.547,60.7582,185.2892,2.0412,8.4388,32.8667,10.7818,0.1884,0.2212
1/17/2020,14,499.8404,63.357,200.8654,2.2259,8.0987,19.1333,11.944,0.0971,0.2327
1/17/2020,15,376.4131,68.7433,215.0238,2.7625,8.2511,52.9298,9.6497,0.2624,0.2333
1/17/2020,16,227.1157,76.3049,227.3978,4.2838,4.5108,72.6833,14.8982,0.3536,0.2346
1/17/2020,17,102.1402,85.3456,238.1626,14.0629,2.4512,44.1833,16.1217,0.3085,0.2047
1/18/2020,8,13.4797,88.7179,118.3238,19.1485,-4.5867,0.4,2.2489,0.214,0.0988
1/18/2020,9,168.018,79.2006,128.6249,5.4851,-3.0494,7.85,1.8916,0.0637,0.2713
1/18/2020,10,345.787,71.0135,140.4087,3.0861,-1.0482,22.35,2.2797,0.0947,0.2359
1/18/2020,11,415.6658,64.7724,153.9759,2.3439,0.7352,26.8333,2.1333,0.2395,0.2229
1/18/2020,12,533.3515,61.1243,169.1818,2.0653,4.1094,14.95,1.9441,0.0729,0.2209
1/18/2020,13,561.3699,60.5529,185.2198,2.0283,4.7228,57.1,2.7158,0.2317,0.2167
1/18/2020,14,440.1245,63.1432,200.8499,2.2096,5.0452,53.3,3.4504,0.3621,0.2226
1/18/2020,15,273.2551,68.5307,215.0538,2.7364,4.6238,40.95,2.4321,0.5032,0.2248
1/18/2020,16,137.4585,76.0996,227.4612,4.2205,3.8661,18.65,1.9577,0.3885,0.2231
1/18/2020,17,38.6719,85.1556,238.2497,13.453,2.8474,6.2333,1.5406,0.3945,0.1248
1/19/2020,8,25.4662,88.6325,118.1237,19.8341,-4.9188,0.95,1.9489,0.0552,0.1783
1/19/2020,9,163.3134,79.0905,128.4326,5.4295,-2.2401,11.5,1.436,0.1002,0.2691
1/19/2020,10,323.0078,70.8765,140.2282,3.0649,1.1895,13.8667,1.0499,0.1085,0.2355
1/19/2020,11,448.4369,64.6065,153.8179,2.3297,2.6822,16.2333,1.4831,0.1137,0.2242
1/19/2020,12,521.693,60.9317,169.0626,2.0529,4.5723,17.9667,1.9906,0.124,0.222
1/19/2020,13,536.4309,60.3414,185.1535,2.0152,5.5785,16.4833,2.0776,0.1141,0.2238
1/19/2020,14,488.6665,62.9239,200.8391,2.1931,6.2325,12.4167,2.9616,0.1035,0.2307
1/19/2020,15,377.1217,68.3136,215.0896,2.7103,6.5219,13.7333,2.3651,0.1043,0.2411
1/19/2020,16,227.4761,75.8907,227.5308,4.1581,6.4963,9.3667,1.6847,0.0854,0.2522
1/19/2020,17,61.8547,84.9624,238.3431,12.879,4.6064,4.2167,2.3415,0.2706,0.1559
1/20/2020,8,35.4894,88.5324,117.9208,19.2539,-0.296,3.8,3.6123,0.0369,0.196
1/20/2020,9,172.3655,78.974,128.238,5.3718,2.1461,23.55,3.9114,0.1223,0.265
1/20/2020,10,291.5573,70.733,140.0461,3.0431,4.5256,43.9333,1.7444,0.2992,0.2298
1/20/2020,11,428.7355,64.434,153.6596,2.3152,5.8025,37.7667,2.2394,0.2725,0.2234
1/20/2020,12,536.9864,60.7325,168.9449,2.0403,7.5866,18.8667,1.7908,0.1211,0.2235
1/20/2020,13,593.4242,60.1239,185.0905,2.002,8.8237,39.3167,2.1736,0.1652,0.2235
1/20/2020,14,490.9528,62.6994,200.8332,2.1765,9.3552,31.9167,2.2921,0.1978,0.2296
1/20/2020,15,327.3331,68.0921,215.1311,2.6842,8.6865,70.5167,2.4405,0.4765,0.2243
1/20/2020,16,151.5717,75.6784,227.6066,4.0966,7.6942,92.8167,2.184,1.0476,0.1956
1/20/2020,17,34.698,84.7662,238.443,12.3394,6.5466,51.2833,2.3902,1.3817,0.129
1/21/2020,8,6.4633,88.4349,117.7151,19.8848,2.445,13.0833,0.792,0.6562,0.1022
1/21/2020,9,50.4426,78.8511,128.0413,5.3122,5.8559,93.2,3.0318,2.5761,0.1948
1/21/2020,10,126.3903,70.5829,139.8626,3.0206,8.43,96.5167,2.2926,3.2506,0.1854
1/21/2020,11,233.6907,64.2548,153.5011,2.3003,10.308,98.9667,1.4192,1.8522,0.1918
1/21/2020,12,288.352,60.5269,168.8285,2.0274,9.0955,94.9,2.983,2.1903,0.1909
1/21/2020,13,170.9268,59.9002,185.0308,1.9885,8.0802,97.9667,1.3707,4.8264,0.1763
1/21/2020,14,126.4568,62.4697,200.8322,2.1598,8.3799,97.7667,0.9661,4.7523,0.1742
1/21/2020,15,238.6876,67.8664,215.1785,2.6582,9.7873,97.7,0.3296,1.6056,0.1984
1/21/2020,16,139.2599,75.4627,227.6887,4.036,10.559,95.8833,0.2646,1.3552,0.1808
1/21/2020,17,56.0933,84.5669,238.5492,11.8327,9.2237,59.2667,1.7042,0.9087,0.1578
1/22/2020,8,12.5693,88.3229,117.5068,19.2494,4.6734,11.2333,5.7886,0.3064,0.1162
1/22/2020,9,92.2272,78.722,127.8424,5.2509,5.3519,91.5833,6.8235,1.5781,0.2
1/22/2020,10,144.8629,70.4264,139.6778,2.9975,5.7865,96.3167,9.6437,3.0886,0.1962
1/22/2020,11,284.0769,64.0691,153.3424,2.2851,6.9713,96.95,9.8604,1.9423,0.2014
1/22/2020,12,366.3903,60.3148,168.7136,2.0143,7.6613,94.1,11.0943,1.389,0.2044
1/22/2020,13,521.1344,59.6707,184.9745,1.975,8.9907,60.3,9.3719,0.3636,0.2186
1/22/2020,14,255.1043,62.2348,200.8361,2.1431,8.0408,69.5167,9.0611,1.7107,0.2019
1/22/2020,15,254.7398,67.6366,215.2318,2.6323,7.7575,32.0333,9.6115,1.2086,0.2122
1/22/2020,16,89.9587,75.2438,227.7771,3.9765,7.1121,36.0526,9.2765,1.3496,0.1989
1/22/2020,17,60.4087,84.3649,238.6618,11.3571,7.1443,59.65,8.2193,0.7305,0.1986
1/23/2020,8,15.2564,88.2134,117.296,19.8263,-1.3656,6.35,2.052,0.3831,0.1488
1/23/2020,9,68.8924,78.5865,127.6415,5.188,-1.1953,58.7167,4.3904,2.2088,0.1892
1/23/2020,10,140.6489,70.2634,139.4918,2.9738,-0.4915,73.2,4.2415,3.2718,0.1919
1/23/2020,11,217.8066,63.8769,153.1837,2.2695,0.2307,40.3667,4.9001,2.6216,0.1979
1/23/2020,12,312.5292,60.0965,168.6004,2.001,1.2403,28.0333,5.5916,1.1216,0.2073
1/23/2020,13,525.8779,59.4354,184.9217,1.9613,2.8099,48.1333,4.2018,0.421,0.2189
1/23/2020,14,321.6945,61.995,200.8451,2.1262,3.2957,69.8333,2.8731,1.7933,0.208
1/23/2020,15,245.0889,67.4028,215.2911,2.6065,3.6982,38.7333,2.3171,0.9167,0.2202
1/23/2020,16,250.8535,75.0218,227.8717,3.9179,5.0645,15.5,3.0608,0.1059,0.2445
1/23/2020,17,78.4326,84.1601,238.7807,10.9107,5.0402,3.8,5.2646,0.2205,0.2005
1/24/2020,8,31.7791,88.0896,117.0829,20.2161,4.6287,0.6,9.1286,0.0187,0.2381
1/24/2020,9,188.8395,78.4447,127.4387,5.1238,6.2309,9.4333,8.3499,0.0294,0.2725
1/24/2020,10,342.0118,70.094,139.3045,2.9496,8.3866,39.85,6.2248,0.3215,0.2272
1/24/2020,11,436.4254,63.6783,153.0249,2.2537,9.5463,20.5667,5.3551,0.1894,0.2216
1/24/2020,12,579.2544,59.8718,168.4888,1.9876,10.7107,55.4333,5.2273,0.242,0.2157
1/24/2020,13,604.7781,59.1944,184.8724,1.9476,11.6827,38.9667,2.3078,0.1078,0.218
1/24/2020,14,524.6902,61.7504,200.8592,2.1094,12.0118,23.5789,3.3134,0.0878,0.2251
1/24/2020,15,355.7372,67.1651,215.3563,2.5808,11.6135,34.7833,4.211,0.2365,0.231
1/24/2020,16,99.6564,74.7968,227.9726,3.8603,9.9068,75,4.7037,2.4074,0.187
1/24/2020,17,26.3202,83.9528,238.906,10.4918,8.5385,52.4667,1.9672,1.2095,0.1467
1/25/2020,8,29.2488,87.9597,116.8674,19.5019,1.5519,0.6833,1.87,0.1443,0.1718
1/25/2020,9,186.7185,78.2968,127.2341,5.0584,6.3277,7.5833,4.7971,0.0395,0.2714
1/25/2020,10,355.3093,69.9183,139.1162,2.9249,8.3188,7.9833,6.6779,0.0482,0.2357
1/25/2020,11,484.1116,63.4733,152.8662,2.2377,9.6988,9.25,4.5146,0.0547,0.2246
1/25/2020,12,561.5727,59.6411,168.3789,1.974,10.4267,11.4833,5.1047,0.0576,0.2207
1/25/2020,13,577.6471,58.9477,184.8267,1.9337,11.0422,9.2414,6.0212,0.059,0.2226
1/25/2020,14,533.7077,61.501,200.8785,2.0926,11.0625,11.8475,7.1528,0.0584,0.2296
1/25/2020,15,335.063,66.9236,215.4276,2.5552,9.7272,45.1833,9.474,0.4523,0.2262
1/25/2020,16,151.8327,74.569,228.0799,3.8038,9.1062,69.6833,6.5208,1.8198,0.2058
1/25/2020,17,49.9334,83.7431,239.0375,10.0985,8.4326,57.0833,3.5368,0.9913,0.194
1/26/2020,8,37.4387,87.824,116.6498,19.8396,5.1179,2.4333,5.8812,0.0216,0.2415
1/26/2020,9,220.2051,78.1426,127.0278,4.992,7.1332,30.7333,4.9917,0.0433,0.2599
1/26/2020,10,286.8842,69.7363,138.9269,2.8998,7.9908,31.3,2.4335,0.2767,0.2192
1/26/2020,11,469.0552,63.262,152.7077,2.2214,9.4855,52.2167,3.4759,0.2768,0.2177
1/26/2020,12,376.785,59.4042,168.2709,1.9603,10.0793,67.7167,2.2124,0.9909,0.2067
1/26/2020,13,371.0375,58.6956,184.7848,1.9198,10.5538,56.95,2.0643,1.0316,0.2112
1/26/2020,14,207.0328,61.247,200.903,2.0757,10.4365,69.55,1.6123,2.8038,0.1946
1/26/2020,15,190.041,66.6786,215.5049,2.5299,10.5302,90.95,1.9394,3.0013,0.1895
1/26/2020,16,181.5841,74.3384,228.1934,3.7484,10.7035,89.2167,2.2158,1.0307,0.2206
1/26/2020,17,70.7706,83.5312,239.1754,9.7293,9.3895,57.5,3.0751,0.7544,0.1952
