DATE (MM/DD/YYYY),HOUR-MST,Avg Global CMP11 (cor) [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Airmass,Avg Tower Dry Bulb Temp [deg C],Avg Total Cloud Cover [%],Avg Avg Wind Speed @ 33ft [m/s],Avg 500nm Research AOD,Avg Albedo (CMP11)
2/28/2020,16,426.1942,65.9058,235.29,2.4685,14.4928,7.1,1.7168,0.0723,0.2052
2/28/2020,17,229.172,75.9471,246.889,4.2448,13.9127,8.45,3.0584,0.0624,0.1956
2/29/2020,8,40.8786,80.3075,108.5013,6.3483,5.7215,80.4667,3.7013,2.1452,0.1671
2/29/2020,9,72.6055,69.8221,119.395,2.9372,6.6451,95.5833,5.5713,3.7384,0.1697
2/29/2020,10,118.0386,60.4814,132.1709,2.0372,7.9435,97.1333,5.622,5.0288,0.1702
2/29/2020,11,137.148,53.0485,147.6015,1.6642,7.8179,97.1333,1.7627,5.9928,0.1632
2/29/2020,12,166.7957,48.4803,165.8833,1.5071,7.6676,94.9167,1.2855,6.599,0.1609
2/29/2020,13,429.9152,47.6302,185.8271,1.482,9.3997,90.6333,1.412,4.2892,0.1717
2/29/2020,14,856.3594,50.6869,205.0619,1.5778,12.7935,70.0833,2.8628,0.1395,0.1897
2/29/2020,15,701.5155,57.0163,221.7558,1.8405,13.5013,60.8246,3.6671,0.0866,0.1971
2/29/2020,16,451.004,65.6442,235.5952,2.4434,13.0467,79.6667,3.4755,0.3319,0.1988
2/29/2020,17,191.6189,75.7157,247.2027,4.1746,11.934,69.75,2.9934,0.7063,0.1773
3/1/2020,8,72.8396,80.0165,108.2504,6.1455,4.9964,36.4,3.3215,1.0939,0.1713
3/1/2020,9,164.3674,69.5093,119.1588,2.8934,4.3715,76.5167,6.4392,2.6442,0.1769
3/1/2020,10,366.3471,60.1424,131.965,2.0161,0.3494,78.95,7.7494,2.2201,0.1804
3/1/2020,11,168.2147,52.6828,147.4593,1.6503,0.3513,98.2,4.3927,5.8098,0.1637
3/1/2020,12,391.6506,48.0982,165.8516,1.4959,1.0408,92.2833,4.3715,3.0766,0.1759
3/1/2020,13,574.1524,47.2556,185.9337,1.4716,2.3082,87.6667,3.4175,2.1001,0.18
3/1/2020,14,267.7331,50.3441,205.2834,1.5665,1.7743,92.2,3.6061,4.503,0.1664
3/1/2020,15,233.2094,56.716,222.0407,1.8258,1.8113,97.1667,3.8851,4.3638,0.1659
3/1/2020,16,157.0139,65.3831,235.9048,2.419,1.5422,96.4833,4.9172,3.9175,0.1655
3/1/2020,17,50.9172,75.4852,247.5198,4.1069,0.7534,94.5667,4.7433,3.2325,0.16
3/2/2020,8,76.1181,79.7228,107.9992,5.9538,-5.4905,62.9333,0.3363,1.6931,0.7434
3/2/2020,9,197.7889,69.1942,118.9221,2.8507,-4.3585,90.0175,0.4951,2.2112,0.7132
3/2/2020,10,421.8549,59.8012,131.7588,1.9954,-1.4175,14.85,0.8628,0.1662,0.6968
3/2/2020,11,674.2089,52.3147,147.3174,1.6365,0.3517,6.1,2.8717,0.1019,0.5494
3/2/2020,12,771.8605,47.7142,165.822,1.4848,3.3642,6.6333,2.578,0.1004,0.2651
3/2/2020,13,784.6668,46.8796,186.0447,1.4612,6.2708,11.7333,3.1533,0.108,0.1782
3/2/2020,14,710.2393,50.0009,205.5104,1.5553,9.1283,51.2833,4.8523,0.4173,0.1864
3/2/2020,15,612.1513,56.416,222.3309,1.8114,9.8647,69.9833,4.7389,0.4004,0.1928
3/2/2020,16,174.7458,65.1229,236.2187,2.3951,7.7071,95.6167,7.0165,3.3564,0.173
3/2/2020,17,146.9116,75.2554,247.8405,4.0417,7.1207,93.1833,9.8241,1.7543,0.1786
3/3/2020,8,161.8002,79.4265,107.7478,5.7725,3.2826,8,1.5419,0.0506,0.2487
3/3/2020,9,367.4564,68.8767,118.685,2.809,5.6132,11.65,2.2258,0.055,0.2082
3/3/2020,10,546.1211,59.4578,131.552,1.975,7.7931,11.9833,1.6574,0.0675,0.198
3/3/2020,11,679.8142,51.9445,147.1757,1.623,10.741,14.4667,1.9878,0.0739,0.189
3/3/2020,12,757.9288,47.3281,165.7945,1.474,13.0147,13,3.0771,0.0757,0.184
3/3/2020,13,788.7073,46.5023,186.1602,1.4511,12.6142,16.6667,10.8647,0.0732,0.1854
3/3/2020,14,739.4605,49.6574,205.7429,1.5443,12.1902,12.15,9.9266,0.0747,0.1908
3/3/2020,15,626.5525,56.1165,222.6262,1.7973,13.012,11.4833,8.1833,0.0819,0.1982
3/3/2020,16,443.7652,64.8634,236.5368,2.3718,13.4473,8.1754,7.3293,0.0901,0.2074
3/3/2020,17,257.1557,75.0264,248.1645,3.9788,13.2382,9.9333,7.6243,0.0551,0.2097
3/4/2020,8,175.0644,79.1278,107.4963,5.601,5.849,9.55,3.8946,0.0563,0.2571
3/4/2020,9,389.771,68.5571,118.4473,2.7684,9.7965,17.6,2.0902,0.0613,0.21
3/4/2020,10,597.9916,59.1123,131.3447,1.955,12.7962,30.05,2.6292,0.0721,0.1968
3/4/2020,11,755.888,51.5724,147.0341,1.6097,14.2088,42.9667,3.1262,0.0992,0.191
3/4/2020,12,738.4674,46.9403,165.769,1.4633,15.411,32.7833,3.3155,0.2724,0.1875
3/4/2020,13,508.951,46.1238,186.28,1.4411,15.3097,88.2333,9.007,3.7607,0.1764
3/4/2020,14,315.5099,49.3136,205.981,1.5336,14.3317,89.1167,9.3645,4.1212,0.1743
3/4/2020,15,660.1196,55.8175,222.9266,1.7835,15.6763,70.0167,6.9644,0.4743,0.1893
3/4/2020,16,492.9759,64.6049,236.8591,2.3491,15.903,22.9333,7.0842,0.0614,0.2069
3/4/2020,17,264.1239,74.7983,248.4917,3.9182,14.6447,8.4333,8.7444,0.0528,0.2106
3/5/2020,8,170.3775,78.8268,107.2445,5.4384,-1.3453,7.4167,5.2811,0.0777,0.2534
3/5/2020,9,377.0713,68.2355,118.2092,2.7287,0.3687,11.55,6.1144,0.0723,0.2123
3/5/2020,10,560.3783,58.7649,131.1368,1.9353,2.2456,11.0526,4.5891,0.0756,0.2002
3/5/2020,11,696.9058,51.1983,146.8926,1.5966,4.0678,12.2,3.8301,0.0824,0.1924
3/5/2020,12,772.9199,46.5509,165.7454,1.4528,5.9181,9.5833,3.1498,0.0906,0.1885
3/5/2020,13,784.0398,45.7444,186.4042,1.4314,7.3864,16.9667,2.179,0.0922,0.1881
3/5/2020,14,727.9342,48.9698,206.2245,1.523,8.761,10.7,2.5454,0.0951,0.1917
3/5/2020,15,613.3547,55.5191,223.232,1.77,10.2228,9.3167,2.4031,0.0909,0.198
3/5/2020,16,445.509,64.3472,237.1852,2.3269,10.781,8.2167,1.8121,0.088,0.2061
3/5/2020,17,247.1387,74.5711,248.822,3.8597,10.4848,8.6667,1.9845,0.0804,0.2011
3/6/2020,8,200.1392,78.5237,106.9926,5.2843,6.833,78.0833,4.1342,0.2716,0.2152
3/6/2020,9,465.7805,67.912,117.9706,2.6901,12.3133,86.8667,2.8808,0.245,0.2042
3/6/2020,10,510.7797,58.4158,130.9284,1.916,14.1293,90.7833,1.243,0.7,0.1885
3/6/2020,11,659.5858,50.8225,146.7511,1.5837,16.1188,85.05,2.312,0.5855,0.1852
3/6/2020,12,538.0292,46.1599,165.7237,1.4425,15.9658,76.8167,3.467,1.097,0.1822
3/6/2020,13,658.5556,45.364,186.5327,1.4217,17.3497,80.8833,3.6508,0.8278,0.1837
3/6/2020,14,612.757,48.626,206.4734,1.5126,17.809,75.85,3.3349,0.6706,0.1861
3/6/2020,15,483.9086,55.2214,223.5422,1.7567,17.8533,62.6667,3.1324,0.5999,0.1885
3/6/2020,16,426.6403,64.0905,237.5153,2.3053,18.1425,48.5,2.2249,0.2993,0.198
3/6/2020,17,215.5965,74.3448,249.1553,3.8032,17.4787,15.4,1.7386,0.1732,0.1959
3/7/2020,8,195.7747,78.2186,106.7405,5.1381,9.1929,34.55,5.5924,0.1171,0.2319
3/7/2020,9,395.9225,67.5869,117.7314,2.6524,13.308,42,3.0339,0.1401,0.204
3/7/2020,10,629.8533,58.065,130.7193,1.8971,15.3775,63.6333,6.599,0.1834,0.1936
3/7/2020,11,688.3865,50.4452,146.6096,1.5711,16.0653,73.3158,5.6638,0.3986,0.1861
3/7/2020,12,749.9499,45.7674,165.7039,1.4323,17.2513,70.7833,3.0146,0.4275,0.1821
3/7/2020,13,748.6613,44.9829,186.6655,1.4123,17.7543,47.5789,3.9059,0.3171,0.184
3/7/2020,14,739.3466,48.2823,206.7277,1.5025,18.2195,13.3167,4.1822,0.0899,0.189
3/7/2020,15,614.1035,54.9245,223.8572,1.7438,18.3107,13.4,4.3927,0.1038,0.1951
3/7/2020,16,384.9896,63.8349,237.849,2.2843,17.8208,23.5667,4.5149,0.2847,0.1988
3/7/2020,17,234.4439,74.1195,249.4913,3.7487,17.4393,47.2333,4.9827,0.2491,0.1983
3/8/2020,8,183.4388,77.9118,106.4882,4.9992,9.0609,8.45,4.3286,0.0596,0.241
3/8/2020,9,396.9916,67.2601,117.4916,2.6156,13.3567,16.2167,2.2224,0.0553,0.2081
3/8/2020,10,568.1953,57.7128,130.5094,1.8785,15.2585,27.1833,2.8124,0.1319,0.1951
3/8/2020,11,711.6336,50.0664,146.4679,1.5587,16.8552,18.2333,4.2193,0.0705,0.1897
3/8/2020,12,790.4182,45.3737,165.6858,1.4223,17.9323,17.9,4.0159,0.0774,0.1857
3/8/2020,13,821.9052,44.601,186.8025,1.403,18.6583,39.2,3.6534,0.1259,0.1843
3/8/2020,14,227.7484,47.9387,206.9872,1.4925,17.2133,82.6667,2.7304,4.9011,0.1618
3/8/2020,15,105.1009,54.6284,224.1769,1.7311,16.0632,98.4138,3.1715,5.3921,0.155
3/8/2020,16,90.1726,63.5804,238.1864,2.2637,14.8283,94.6102,4.1098,4.9747,0.1626
3/8/2020,17,66.9397,73.8952,249.8301,3.696,14.0445,94.3,3.7399,2.7227,0.1622
3/9/2020,8,226.9071,77.6032,106.2357,4.8673,4.1589,74.9167,1.2594,0.3577,0.1765
3/9/2020,9,425.0819,66.932,117.2512,2.5798,6.0792,24.4167,1.1718,0.1351,0.1839
3/9/2020,10,545.3962,57.3593,130.2988,1.8603,7.0774,36.2333,1.6388,0.5798,0.182
3/9/2020,11,712.8657,49.6862,146.326,1.5464,8.6212,13.4167,2.9925,0.0946,0.18
3/9/2020,12,792.9057,44.9788,165.6694,1.4125,10.216,12.8833,3.0551,0.0984,0.1787
3/9/2020,13,806.8399,44.2186,186.9436,1.3939,12.0862,30.7833,2.4239,0.1205,0.1803
3/9/2020,14,706.496,47.5955,207.252,1.4827,12.7478,31.5088,2.0413,0.2615,0.1887
3/9/2020,15,573.5189,54.3333,224.5012,1.7187,13.5462,35.9333,2.1967,0.3449,0.1891
3/9/2020,16,286.81,63.3269,238.5272,2.2436,13.3828,60.2167,1.5076,1.2481,0.1792
3/9/2020,17,88.6588,73.6719,250.1715,3.645,11.8908,67.6167,1.6113,3.0203,0.1601
3/10/2020,8,127.9971,77.2932,105.983,4.7417,8.3228,28.75,2.7382,0.3629,0.206
3/10/2020,9,378.1328,66.6026,117.0102,2.5449,10.8535,17.3333,2.4951,0.1449,0.2021
3/10/2020,10,588.0583,57.0045,130.0874,1.8425,12.4093,14.15,5.4887,0.0683,0.1933
3/10/2020,11,626.7516,49.3049,146.1838,1.5345,13.6885,17.5167,5.4021,0.5377,0.1824
3/10/2020,12,673.6519,44.5828,165.6546,1.4029,14.813,60.3167,3.2605,0.8469,0.1769
3/10/2020,13,708.1194,43.8356,187.0889,1.3849,15.4822,53.0526,5.6828,0.7247,0.1802
3/10/2020,14,611.1746,47.2525,207.5218,1.4731,15.4358,43,6.8023,1.1144,0.1853
3/10/2020,15,619.8391,54.0391,224.8299,1.7065,15.3842,24.9167,8.8592,0.1854,0.1942
3/10/2020,16,485.4282,63.0746,238.8714,2.224,14.7248,10.9833,8.9325,0.0713,0.205
3/10/2020,17,278.422,73.4496,250.5152,3.5957,13.6505,7.7167,10.6889,0.0613,0.2128
3/11/2020,8,169.5717,76.9818,105.7299,4.6223,9.512,22.4737,3.232,0.2213,0.2206
3/11/2020,9,388.5349,66.272,116.7685,2.5109,11.2252,11.9167,3.4619,0.1198,0.2052
3/11/2020,10,561.2835,56.6487,129.875,1.825,13.9197,21.0167,2.46,0.1716,0.1938
3/11/2020,11,733.0767,48.9224,146.0411,1.5227,15.3528,18.7,3.6344,0.0603,0.187
3/11/2020,12,801.6622,44.1859,165.6413,1.3934,16.2803,16.6667,3.068,0.0664,0.1823
3/11/2020,13,804.1715,43.4523,187.2383,1.3762,17.6228,27.55,3.2689,0.1159,0.183
3/11/2020,14,285.1006,46.9101,207.7967,1.4637,16.7393,41.25,2.3994,3.8378,0.1647
3/11/2020,15,595.819,53.7459,225.1629,1.6946,18.73,42.35,2.8088,0.5955,0.1897
3/11/2020,16,274.2918,62.8234,239.2188,2.2049,18.2762,62.7167,1.4689,1.9552,0.1743
3/11/2020,17,83.0305,73.2282,250.8613,3.548,17.2278,25.8421,0.7226,2.3376,0.1278
3/12/2020,8,140.768,76.6692,105.4767,4.5085,9.3787,77.1167,5.6006,0.6239,0.1969
3/12/2020,9,233.104,65.9405,116.5261,2.4778,6.0531,93.65,6.314,1.4109,0.1851
3/12/2020,10,367.8379,56.292,129.6616,1.8079,5.5659,97.9833,5.1536,1.5136,0.1843
3/12/2020,11,521.617,48.5391,145.898,1.5111,5.5983,96.3,5.1784,1.5431,0.1834
3/12/2020,12,515.0743,43.7881,165.6294,1.3842,5.4887,94.95,4.6727,3.1861,0.1798
3/12/2020,13,450.4323,43.0686,187.3916,1.3675,5.4968,98.2333,3.352,4.6543,0.175
3/12/2020,14,430.5189,46.5681,208.0766,1.4545,6.0277,96.9833,2.5679,4.2713,0.1752
3/12/2020,15,309.0603,53.4537,225.5002,1.6829,6.3336,96.6167,2.6637,4.4509,0.1777
3/12/2020,16,227.7648,62.5734,239.5693,2.1863,6.1591,92.5333,2.0319,3.9568,0.1776
3/12/2020,17,122.7085,73.0079,251.2095,3.5018,5.7989,79.7667,2.9556,2.7805,0.1764
3/13/2020,8,15.9618,76.3556,105.2231,4.4,-1.3632,89.15,1.2995,3.4359,0.1777
3/13/2020,9,88.047,65.6082,116.2829,2.4456,-1.1321,96.2,1.0285,4.5162,0.163
3/13/2020,10,121.834,55.9346,129.4472,1.7911,-0.6258,97.4833,1.4027,5.6943,0.1396
3/13/2020,11,212.5554,48.1549,145.7542,1.4998,-0.0014,98.8596,2.2492,6.2655,0.1327
3/13/2020,12,185.6037,43.3895,165.6188,1.375,0.8205,98.85,1.463,7.0943,0.1389
3/13/2020,13,333.9083,42.6848,187.5488,1.3591,1.3499,98.1667,1.5251,5.9402,0.1552
3/13/2020,14,197.9945,46.2268,208.3613,1.4455,2.4464,98.9167,2.1944,6.6445,0.1627
3/13/2020,15,236.4229,53.1627,225.8416,1.6715,2.6783,97.7833,4.1624,5.342,0.1682
3/13/2020,16,125.6576,62.3246,239.9227,2.168,2.3782,97.2667,5.2565,4.9852,0.1652
3/13/2020,17,48.1182,72.7886,251.5598,3.4571,1.6611,88.2667,4.9777,4.273,0.1627
3/14/2020,8,50.3172,76.041,104.9692,4.2966,-1.8122,92.2,1.0584,3.1267,0.1803
3/14/2020,9,106.4093,65.2752,116.0388,2.4142,-1.2911,96.6833,0.6027,4.3997,0.1754
3/14/2020,10,290.0714,55.5765,129.2316,1.7747,0.4615,98.1333,1.456,5.0041,0.1754
3/14/2020,11,367.1113,47.7701,145.6097,1.4887,1.2782,99.25,2.8817,5.3962,0.1798
3/14/2020,12,608.1879,42.9904,165.6094,1.3661,2.6006,85.2833,2.7557,2.451,0.1857
3/14/2020,13,791.2396,42.3008,187.7099,1.3508,4.4045,40.5,3.0501,0.4578,0.1851
3/14/2020,14,699.9905,45.8861,208.6508,1.4366,5.675,44.8667,3.3733,0.7849,0.1831
3/14/2020,15,529.1204,52.8728,226.1869,1.6604,5.8052,61.3333,3.8652,1.0664,0.1883
3/14/2020,16,485.2861,62.0771,240.2789,2.1502,5.8201,25.6833,4.4196,0.2304,0.2028
3/14/2020,17,277.781,72.5704,251.9119,3.4137,4.9942,41.0167,4.9638,0.2753,0.21
3/15/2020,8,138.4042,75.7257,104.715,4.1978,0.2322,54.5333,1.1362,1.9563,0.1898
3/15/2020,9,373.7678,64.9416,115.794,2.3837,1.9666,47.3833,1.3342,0.4087,0.2007
3/15/2020,10,524.1731,55.2179,129.0148,1.7586,3.7255,51.85,1.7743,0.5395,0.1898
3/15/2020,11,700.4315,47.3847,145.4643,1.4778,5.7923,48.6833,2.1073,0.3241,0.1862
3/15/2020,12,797.1784,42.5907,165.6011,1.3573,7.6501,39,2.8616,0.2539,0.1824
3/15/2020,13,828.5836,41.9168,187.8748,1.3427,8.8174,26.15,2.846,0.1622,0.1818
3/15/2020,14,726.6024,45.5462,208.9451,1.4279,10.4783,35.7895,2.4179,0.2844,0.1866
3/15/2020,15,638.6099,52.5842,226.5361,1.6494,11.1772,33.65,3.4095,0.2419,0.1927
3/15/2020,16,408.3817,61.8308,240.6378,2.1329,11.4172,71.3833,2.0492,0.644,0.1891
3/15/2020,17,175.1386,72.3531,252.2659,3.3717,10.5985,56.3667,2.565,1.1022,0.1797
3/16/2020,8,238.7911,75.4098,104.4604,4.1036,7.5802,9.6667,3.4358,0.0454,0.2276
3/16/2020,9,448.7407,64.6077,115.5482,2.3539,11.3397,13.9833,2.3813,0.0625,0.2062
3/16/2020,10,550.359,54.859,128.7968,1.7429,13.2517,53.9167,3.1759,0.4321,0.1908
3/16/2020,11,696.574,46.9989,145.3181,1.4671,14.1892,86.7,4.3173,0.5627,0.1846
3/16/2020,12,649.1424,42.1907,165.5939,1.3487,14.4352,83.4561,3.5849,0.916,0.1802
3/16/2020,13,819.1689,41.533,188.0434,1.3347,14.2207,76.45,6.5005,0.3845,0.1811
3/16/2020,14,826.362,45.2071,209.244,1.4194,12.8867,51.7,6.7405,0.2168,0.1853
3/16/2020,15,569.4412,52.2969,226.8891,1.6387,11.383,23.5,6.6432,0.3803,0.1906
3/16/2020,16,269.588,61.5859,240.9992,2.1159,9.9677,51.9167,5.4085,1.7334,0.1813
3/16/2020,17,105.4046,72.1369,252.6214,3.3309,8.3213,76.5833,5.2644,2.6814,0.1736
3/17/2020,8,24.5988,75.0934,104.2055,4.0135,1.6379,91.4912,1.6931,3.8469,0.153
3/17/2020,9,110.3649,64.2735,115.3016,2.325,2.0024,94.8667,2.1973,4.8043,0.1477
3/17/2020,10,156.405,54.5,128.5775,1.7275,2.4118,97.9333,1.7904,5.766,0.1603
3/17/2020,11,259.3037,46.6129,145.1709,1.4566,3.9549,99.2667,1.0481,6.3664,0.1724
3/17/2020,12,584.7829,41.7903,165.5876,1.3403,6.1211,81.8333,1.3936,2.8257,0.179
3/17/2020,13,767.585,41.1493,188.2157,1.3269,8.4468,60.35,2.3962,0.4758,0.18
3/17/2020,14,653.044,44.869,209.5474,1.4111,9.6575,69.2667,2.4959,0.8709,0.1822
3/17/2020,15,282.3092,52.0109,227.2457,1.6282,10.3632,71.4561,1.5727,3.6287,0.1703
3/17/2020,16,187.8729,61.3423,241.3631,2.0993,10.4507,96.9167,1.4318,3.2932,0.1743
3/17/2020,17,81.2013,71.9218,252.9784,3.2913,9.9373,96.0167,1.8165,3.7605,0.1649
3/18/2020,8,250.226,74.7767,103.9503,3.9274,8.5397,9.2833,3.2229,0.0487,0.2264
3/18/2020,9,454.1852,63.9392,115.0541,2.2968,11.587,14.6833,1.3804,0.0648,0.2011
3/18/2020,10,630.8433,54.1408,128.3568,1.7124,13.886,15.0333,1.9262,0.0762,0.1904
3/18/2020,11,771.8224,46.2267,145.0226,1.4463,14.875,23.0167,2.888,0.1012,0.1825
3/18/2020,12,652.7992,41.3899,165.5823,1.332,16.0495,70.9667,2.57,2.1438,0.1737
3/18/2020,13,760.1379,40.766,188.3917,1.3192,17.9772,90.25,4.1075,1.2386,0.1771
3/18/2020,14,531.4557,44.5319,209.8553,1.403,16.7087,94.6667,4.8447,2.6933,0.1764
3/18/2020,15,399.4496,51.7263,227.6058,1.618,15.5508,96.0833,5.4293,2.5736,0.1767
3/18/2020,16,187.2479,61.1,241.7292,2.0831,14.6157,96.3167,5.8276,4.1041,0.1657
3/18/2020,17,58.9443,71.7078,253.3368,3.253,12.9747,94.6,6.4539,3.6223,0.1582
3/19/2020,8,16.9893,74.4599,103.6947,3.8451,0.3983,81.3158,4.3041,3.9763,0.6059
3/19/2020,9,37.4332,63.6049,114.8057,2.2694,0.3165,95.2667,5.3997,5.8508,0.8257
3/19/2020,10,60.8961,53.7818,128.1348,1.6977,0.0948,97.4386,5.2888,6.5906,0.931
3/19/2020,11,219.9783,45.8404,144.8732,1.4362,0.5915,99.0833,8.3799,6.3614,0.8537
3/19/2020,12,152.6371,40.9894,165.5777,1.3239,0.5893,98.6,8.6018,7.3073,0.812
3/19/2020,13,139.9574,40.383,188.5712,1.3117,-0.3025,97.95,7.815,7.4398,0.8601
3/19/2020,14,137.0026,44.1959,210.1677,1.395,-0.8313,97.9667,7.646,6.9693,0.907
3/19/2020,15,141.5297,51.4433,227.9692,1.608,-1.0971,97.3509,7.1042,6.1002,0.9209
3/19/2020,16,142.5283,60.8592,242.0975,2.0673,-1.4581,95.4211,7.7054,4.7576,0.9161
3/19/2020,17,121.604,71.4949,253.6965,3.2157,-1.443,94.1333,7.0128,3.1958,0.9074
3/20/2020,8,75.2206,74.143,103.4388,3.7663,-6.6087,92.4,0,3.1194,0.9112
3/20/2020,9,158.5807,63.2708,114.5563,2.2427,-5.8237,96.35,0,4.4212,0.8957
3/20/2020,10,195.3932,53.4229,127.9113,1.6833,-5.9749,98.4167,0,5.6412,0.8956
3/20/2020,11,300.4749,45.4543,144.7225,1.4264,-5.3911,99.1167,0,6.2582,0.8866
3/20/2020,12,321.8029,40.5889,165.5739,1.316,-4.8859,99.4,0,6.7565,0.8922
3/20/2020,13,429.7443,40.0006,188.7542,1.3044,-4.794,99.4,0,6.6207,0.8409
3/20/2020,14,336.0725,43.8612,210.4843,1.3871,-5.3491,98.25,0,6.4236,0.8593
3/20/2020,15,332.8044,51.1617,228.336,1.5982,-5.8035,98.4167,0,5.1428,0.8731
3/20/2020,16,323.6278,60.6199,242.4677,2.0519,-4.896,94.65,0,3.4086,0.8381
3/20/2020,17,142.1839,71.2831,254.0572,3.1796,-5.218,81.3833,0,2.4131,0.8424
3/21/2020,8,288.6786,73.8262,103.1826,3.6908,1.6941,9.0833,1.7132,0.0521,0.9
3/21/2020,9,516.0485,62.937,114.306,2.2167,5.1514,13.7833,1.3873,0.0606,0.8613
3/21/2020,10,691.6552,53.0645,127.6864,1.6692,6.0695,6.3667,2.8995,0.0686,0.8204
3/21/2020,11,826.4422,45.0685,144.5706,1.4167,7.5264,9.4333,2.6935,0.077,0.7688
3/21/2020,12,836.8284,40.1887,165.5708,1.3082,8.0718,49.95,2.1705,0.5488,0.7238
3/21/2020,13,858.1173,39.6188,188.9408,1.2972,9.0915,71.5,1.1771,0.5043,0.6615
3/21/2020,14,646.2393,43.5277,210.8052,1.3795,9.8392,75.5167,1.6755,1.3806,0.6141
3/21/2020,15,408.1367,50.8818,228.7059,1.5886,7.4313,92.6167,2.7951,2.1272,0.5996
3/21/2020,16,257.3837,60.382,242.8399,2.0368,6.181,88.1,3.8583,2.3314,0.578
3/21/2020,17,162.3092,71.0725,254.4189,3.1444,5.4072,96.1833,4.2902,2.1745,0.5647
3/22/2020,8,278.8487,73.5096,102.9261,3.6185,3.6054,32.7167,2.2716,0.1661,0.5948
3/22/2020,9,341.1017,62.6037,114.0548,2.1914,6.0446,83.95,2.2907,1.3118,0.5577
3/22/2020,10,580.1706,52.7065,127.4599,1.6554,7.2728,28.8667,3.7067,0.7163,0.5387
3/22/2020,11,824.3477,44.6831,144.4173,1.4073,7.8511,32.3667,9.7471,0.2669,0.468
3/22/2020,12,916.9257,39.7888,165.5682,1.3006,7.4657,14.7833,7.824,0.0786,0.3804
3/22/2020,13,937.3416,39.2378,189.1308,1.2901,9.14,18.1167,4.7177,0.0809,0.3096
3/22/2020,14,854.4113,43.1956,211.1303,1.372,9.1172,15.05,7.8314,0.1093,0.2517
3/22/2020,15,647.5551,50.6035,229.0788,1.5792,9.8945,19.7667,4.8527,0.3663,0.2118
3/22/2020,16,474.0865,60.1457,243.2138,2.0221,10.3012,23.614,3.7976,0.3601,0.2003
3/22/2020,17,335.677,70.8631,254.7815,3.1103,10.1545,11.4,4.2814,0.1032,0.1977
3/23/2020,8,290.9007,73.1934,102.6693,3.5492,4.1336,15.4667,3.0101,0.0825,0.2263
3/23/2020,9,481.5855,62.2709,113.8026,2.1669,6.8062,29.0333,1.6033,0.2757,0.2003
3/23/2020,10,671.484,52.3492,127.2319,1.6419,8.4731,15.8667,2.5535,0.0702,0.1944
3/23/2020,11,850.0745,44.2981,144.2626,1.398,10.8873,50.5167,1.8571,0.3162,0.185
3/23/2020,12,554.6147,39.3893,165.5662,1.2931,11.6673,96.9167,2.3923,3.8071,0.1712
3/23/2020,13,482.9365,38.8576,189.3242,1.2832,11.6962,99.5333,2.1466,2.6803,0.1746
3/23/2020,14,493.9233,42.865,211.4594,1.3646,11.7407,95.0833,3.2565,2.7423,0.1697
3/23/2020,15,449.1602,50.327,229.4546,1.57,12.0772,93.9167,2.0036,1.9971,0.1725
3/23/2020,16,324.6595,59.911,243.5893,2.0077,12.2747,75.1167,1.4567,1.278,0.1786
3/23/2020,17,71.6564,70.6549,255.1448,3.0771,10.8832,95.45,2.9298,3.6512,0.1439
3/24/2020,8,286.5483,72.8777,102.4122,3.4828,7.4347,9.4333,3.204,0.0475,0.2111
3/24/2020,9,494.7395,61.9389,113.5495,2.143,10.6887,14.6333,3.0755,0.0594,0.1955
3/24/2020,10,674.2355,51.9926,127.0023,1.6288,12.1622,15.2667,2.9218,0.0641,0.1838
3/24/2020,11,699.2314,43.9138,144.1063,1.389,12.5877,19.55,5.0309,0.5012,0.1705
3/24/2020,12,833.3556,38.9904,165.5646,1.2858,13.9068,20.2,4.4082,0.3879,0.1747
3/24/2020,13,866.7065,38.4783,189.5209,1.2765,15.1038,16.7833,2.8404,0.19,0.1781
3/24/2020,14,793.1115,42.5359,211.7926,1.3574,15.5758,14.05,3.0921,0.164,0.1802
3/24/2020,15,681.1672,50.0523,229.8332,1.561,15.7377,19.1667,3.5406,0.1297,0.1879
3/24/2020,16,534.731,59.6778,243.9662,1.9936,15.7967,11.05,3.5486,0.0722,0.1979
3/24/2020,17,278.5233,70.4479,255.5086,3.0449,14.9555,10.8667,3.0663,0.2766,0.1933
3/25/2020,8,287.2647,72.5626,102.1548,3.419,9.9407,23.8772,1.737,0.1032,0.2099
3/25/2020,9,471.936,61.6077,113.2954,2.1197,12.6805,22.2667,2.8929,0.1307,0.1947
3/25/2020,10,597.4415,51.637,126.7711,1.6159,13.8617,33.9167,4.2632,0.5075,0.1851
3/25/2020,11,796.3276,43.5303,143.9485,1.3801,15.176,32.7333,3.6108,0.1767,0.1804
3/25/2020,12,851.9577,38.5922,165.5634,1.2786,16.463,45.6,3.0237,0.3062,0.1751
3/25/2020,13,779.9781,38.1001,189.7209,1.2698,17.216,58.3167,4.6606,0.5703,0.1766
3/25/2020,14,881.0487,42.2085,212.1296,1.3504,17.7945,35.3,5.4353,0.1059,0.1818
3/25/2020,15,729.3499,49.7793,230.2144,1.5522,18.1433,47.95,6.5279,0.1722,0.1885
3/25/2020,16,492.4888,59.4463,244.3445,1.9799,17.64,61.9833,6.0882,0.3612,0.1934
3/25/2020,17,298.7625,70.2422,255.8729,3.0136,16.9457,64.5,6.3728,0.3298,0.1951
