DATE (MM/DD/YYYY),MST,Avg Wind Speed @ 50m [m/s],Temperature @ 50m [deg C],Relative Humidity [%],Station Pressure [mBar],Precipitation (Accumulated) [mm],Avg Wind Direction @ 50m [deg]
2/9/2021 19:29,19:29,2.519,-6.724,70.45,807.846,0,339.1
2/9/2021 19:44,19:44,1.662,-7.093,69.91,807.816,0,18.93
2/9/2021 19:59,19:59,1.633,-7.135,69.83,807.755,0,329.8
2/9/2021 20:14,20:14,1.592,-7.146,70.22,807.869,0,344.3
2/9/2021 20:29,20:29,0.85,-6.966,70.55,807.797,0,2.586
2/9/2021 20:44,20:44,1.072,-7.047,72.42,807.885,0,258.7
2/9/2021 20:59,20:59,1.766,-7.014,72.89,807.778,0,279.7
2/9/2021 21:14,21:14,2.19,-6.963,72.8,807.528,0,143.5
2/9/2021 21:29,21:29,2.925,-6.286,73.13,807.574,0,183.4
2/9/2021 21:44,21:44,4.817,-5.68,69.2,807.418,0,154.2
2/9/2021 21:59,21:59,4.313,-4.949,68.57,807.524,0,177.9
2/9/2021 22:14,22:14,1.027,-5.786,70.28,807.677,0,182.6
2/9/2021 22:29,22:29,2.096,-7.267,74.52,807.592,0,326.7
2/9/2021 22:44,22:44,1.919,-6.824,74.07,807.525,0,20.22
2/9/2021 22:59,22:59,2.471,-6.682,73.61,807.099,0,22.88
2/9/2021 23:14,23:14,2.326,-7.154,75.27,807.292,0,11.9
2/9/2021 23:29,23:29,2.033,-7.795,76.33,807.44,0,323.1
2/9/2021 23:44,23:44,3.038,-7.331,76.01,807.247,0,1.789
2/9/2021 23:59,23:59,1.62,-7.808,75.58,807.19,0,20.88
2/10/2021 00:14,0:14,2.362,-7.15,76.55,807.157,0,4.099
2/10/2021 00:29,0:29,2.704,-7.03,75.2,806.966,0,43.77
2/10/2021 00:44,0:44,1.592,-7.106,78.23,807.217,0,59.33
2/10/2021 00:59,0:59,1.506,-7.774,77.23,807.871,0,358.9
2/10/2021 01:14,1:14,1.749,-7.865,78.29,808.207,0,326.9
2/10/2021 01:29,1:29,3.059,-8.63,82.6,808.381,0,346.9
2/10/2021 01:44,1:44,4.817,-9.43,84.9,808.711,0,356.1
2/10/2021 01:59,1:59,4.437,-9.65,87.6,808.934,0,355.4
2/10/2021 02:14,2:14,4.554,-9.57,88.2,809.235,0,22.02
2/10/2021 02:29,2:29,3.62,-9.48,88.9,809.452,0,7.206
2/10/2021 02:44,2:44,3.725,-9.63,89.6,809.484,0,8.57
2/10/2021 02:59,2:59,2.876,-9.69,89.1,809.725,0,8.75
2/10/2021 03:14,3:14,2.749,-9.92,89.1,809.683,0,7.837
2/10/2021 03:29,3:29,2.549,-10.09,88.3,809.729,0,14.61
2/10/2021 03:44,3:44,2.365,-10.14,88.2,809.74,0,22.24
2/10/2021 03:59,3:59,1.786,-10.34,88.6,809.652,0,29.19
2/10/2021 04:14,4:14,1.721,-10.36,87.9,809.768,0,16.49
2/10/2021 04:29,4:29,2.208,-10.49,87.9,809.965,0,37.61
2/10/2021 04:44,4:44,2.02,-11.9,88.8,810.101,0,58.16
2/10/2021 04:59,4:59,1.232,-12.05,86.1,810.212,0,32.25
2/10/2021 05:14,5:14,1.6,-12.44,85.8,810.228,0,4.082
2/10/2021 05:29,5:29,1.585,-12.58,85.1,810.235,0,2.896
2/10/2021 05:44,5:44,1.287,-12.54,85.2,810.279,0,14.59
2/10/2021 05:59,5:59,1.309,-12.82,85.8,810.062,0,25.35
2/10/2021 06:14,6:14,0.992,-12.88,85.3,809.98,0,17.95
2/10/2021 06:29,6:29,1.086,-12.85,84,809.976,0,5.896
2/10/2021 06:44,6:44,1.042,-13.02,86.1,809.875,0,34.24
2/10/2021 06:59,6:59,0.937,-13.05,85,809.844,0,41.1
2/10/2021 07:14,7:14,0.704,-13.05,84,809.883,0,22.44
2/10/2021 07:29,7:29,0.964,-13.01,85.1,810.005,0,44.76
2/10/2021 07:44,7:44,0.942,-12.99,84.9,810.12,0,45.5
2/10/2021 07:59,7:59,0.53,-12.88,84.5,810.155,0,31.13
2/10/2021 08:14,8:14,0.96,-12.79,85.6,810.211,0,31.44
2/10/2021 08:29,8:29,0.755,-12.94,85.7,810.178,0,47.34
2/10/2021 08:44,8:44,1.24,-12.83,84.4,810.162,0,35.77
2/10/2021 08:59,8:59,0.563,-12.88,85.7,810.167,0,86.6
2/10/2021 09:14,9:14,0.51,-12.6,85.4,810.089,0,49.83
2/10/2021 09:29,9:29,0.749,-12.4,86.9,810.166,0,120.5
2/10/2021 09:44,9:44,0.552,-12.22,88.7,810.22,0,150.8
2/10/2021 09:59,9:59,0.542,-11.91,89,810.13,0,98
2/10/2021 10:14,10:14,0.761,-11.62,90.5,810.158,0,118.2
2/10/2021 10:29,10:29,1.29,-11.19,88.2,810.047,0,136.5
2/10/2021 10:44,10:44,0.658,-10.71,89.1,809.942,0,111.7
2/10/2021 10:59,10:59,0.621,-10.58,89.5,810.025,0,77.73
2/10/2021 11:14,11:14,1.586,-10.3,87.7,809.647,0,133.1
2/10/2021 11:29,11:29,1.102,-9.67,89.6,809.653,0,159.5
2/10/2021 11:44,11:44,0.612,-8.44,92.7,809.492,0,197.5
2/10/2021 11:59,11:59,1.277,-8.09,99.8,809.35,0,124.4
2/10/2021 12:14,12:14,2.052,-7.893,100,808.952,0,177.6
2/10/2021 12:29,12:29,1.38,-7.589,98.9,808.787,0,196.2
2/10/2021 12:44,12:44,1.838,-6.919,98.1,808.523,0,141
2/10/2021 12:59,12:59,1.715,-6.651,90.4,808.576,0,121.3
2/10/2021 13:14,13:14,1.806,-6.328,72.54,808.296,0,161.9
2/10/2021 13:29,13:29,2.648,-5.691,66.41,808.037,0,179.5
2/10/2021 13:44,13:44,1.965,-5.012,64.46,807.884,0,189.3
2/10/2021 13:59,13:59,0.946,-3.993,61.61,807.645,0,80.3
2/10/2021 14:14,14:14,2.607,-3.752,57.04,807.596,0,175.6
2/10/2021 14:29,14:29,2.401,-3.599,60.71,807.602,0,137.3
2/10/2021 14:44,14:44,1.828,-3.202,56.85,807.815,0,158.1
2/10/2021 14:59,14:59,2.987,-3.316,58.22,807.981,0,21.52
2/10/2021 15:14,15:14,4.53,-3.424,58.37,807.836,0,39.33
2/10/2021 15:29,15:29,2.479,-3.568,59.91,807.985,0,53.58
2/10/2021 15:44,15:44,3.661,-4.104,62.3,808.164,0,2.398
2/10/2021 15:59,15:59,3.282,-4.294,61.75,808.202,0,6.109
2/10/2021 16:14,16:14,1.641,-4.244,62.92,808.115,0,9.95
2/10/2021 16:29,16:29,1.123,-4.028,60.33,808.097,0,124
2/10/2021 16:44,16:44,1,-4.097,63.12,808.034,0,94
2/10/2021 16:59,16:59,2.17,-4.287,63.93,808.121,0,111
2/10/2021 17:14,17:14,1.048,-4.457,64.26,808.346,0,199.3
2/10/2021 17:29,17:29,2.069,-4.591,65.24,808.364,0,111.7
2/10/2021 17:44,17:44,1.602,-4.777,66.86,808.5,0,114.2
2/10/2021 17:59,17:59,1.229,-4.627,65.66,808.654,0,207.5
2/10/2021 18:14,18:14,2.212,-4.516,67.82,808.575,0,154.6
2/10/2021 18:29,18:29,0.954,-5.149,68.57,808.712,0,70.53
2/10/2021 18:44,18:44,0.501,-5.52,67.78,808.779,0,6.18
2/10/2021 18:59,18:59,1.456,-6.682,72.14,808.916,0,354
2/10/2021 19:14,19:14,3.326,-7.604,77.75,809.041,0,7.734
2/10/2021 19:29,19:29,3.782,-7.797,78.06,809.136,0,355.5
2/10/2021 19:44,19:44,2.571,-8.15,78.39,809.028,0,11.96
2/10/2021 19:59,19:59,2.505,-8.43,79.25,809.278,0,5.413
2/10/2021 20:14,20:14,1.598,-8.37,79.74,809.126,0,353
2/10/2021 20:29,20:29,1.67,-8.52,77.84,809.066,0,355.9
2/10/2021 20:44,20:44,1.766,-8.51,78.52,809.111,0,327.7
2/10/2021 20:59,20:59,0.761,-8.58,80.2,808.945,0,292.6
2/10/2021 21:14,21:14,1.117,-8.56,78.58,808.886,0,302.1
2/10/2021 21:29,21:29,2.134,-9.33,85.6,808.927,0,8.54
2/10/2021 21:44,21:44,2.356,-10.06,89,808.698,0,17.21
2/10/2021 21:59,21:59,1.479,-10.81,83.9,808.721,0,12.29
2/10/2021 22:14,22:14,2.271,-10.73,85.5,808.77,0,329.3
2/10/2021 22:29,22:29,1.461,-10.73,86.4,808.506,0,285.6
2/10/2021 22:44,22:44,0.991,-10.4,86.6,808.572,0,37.12
2/10/2021 22:59,22:59,2.005,-11,86.4,808.641,0,306.8
2/10/2021 23:14,23:14,1.885,-11.06,86.5,808.582,0,2.935
2/10/2021 23:29,23:29,2.396,-11.22,86.7,808.883,0,338.1
2/10/2021 23:44,23:44,1.917,-11.21,86.9,808.696,0,341.8
2/10/2021 23:59,23:59,1.606,-11.4,86.6,808.673,0,330.6
2/11/2021 00:14,0:14,1.659,-11.5,86.9,808.65,0,356.3
2/11/2021 00:29,0:29,1.121,-11.49,84.9,808.705,0,19.94
2/11/2021 00:44,0:44,1.042,-11.55,86.3,808.744,0,329.7
2/11/2021 00:59,0:59,1.191,-11.62,86.6,808.615,0,357.8
2/11/2021 01:14,1:14,2.298,-11.66,85.4,809.006,0,1.289
2/11/2021 01:29,1:29,2.122,-11.81,85.7,809.096,0,346.1
2/11/2021 01:44,1:44,1.577,-12.01,86.1,808.986,0,294.6
2/11/2021 01:59,1:59,1.783,-11.87,85.1,808.761,0,47.97
2/11/2021 02:14,2:14,1.311,-12.09,85.8,808.778,0,331.1
2/11/2021 02:29,2:29,0.556,-12.13,85.2,808.917,0,326.2
2/11/2021 02:44,2:44,0.846,-12.15,85.3,809.135,0,170.1
2/11/2021 02:59,2:59,0.751,-12.01,86.4,808.829,0,63.55
2/11/2021 03:14,3:14,0.499,-12.12,85.5,808.951,0,292.6
2/11/2021 03:29,3:29,1.219,-11.97,85,808.55,0,124.5
2/11/2021 03:44,3:44,0.57,-11.93,83.5,808.874,0,98.1
2/11/2021 03:59,3:59,0.573,-12.02,84.1,808.834,0,343.5
2/11/2021 04:14,4:14,0.533,-12.02,84.4,808.791,0,301.6
2/11/2021 04:29,4:29,1.843,-11.68,83.4,808.655,0,163.4
2/11/2021 04:44,4:44,1.69,-11.43,85,808.634,0,172.7
2/11/2021 04:59,4:59,1.601,-11.26,85.6,808.54,0,180.2
2/11/2021 05:14,5:14,1.33,-11.06,85,808.528,0,171.8
2/11/2021 05:29,5:29,1.597,-10.99,85.3,808.452,0,150.2
2/11/2021 05:44,5:44,0.696,-10.98,85.1,808.399,0,1.624
2/11/2021 05:59,5:59,1.221,-10.13,83.9,808.043,0,84.2
2/11/2021 06:14,6:14,1.394,-11.15,81.7,808.452,0,348.4
2/11/2021 06:29,6:29,0.809,-11.63,82.5,808.467,0,339.3
2/11/2021 06:44,6:44,0.959,-11.78,85.1,808.51,0,302.9
2/11/2021 06:59,6:59,1.073,-11.57,86.1,808.469,0,0.503
2/11/2021 07:14,7:14,0.719,-11.8,85.5,808.567,0,56.1
2/11/2021 07:29,7:29,1.164,-11.77,84.3,808.487,0,84.9
2/11/2021 07:44,7:44,0.568,-11.61,85.3,808.964,0,38.94
2/11/2021 07:59,7:59,0.552,-11.49,86.9,808.764,0,3.925
2/11/2021 08:14,8:14,0.734,-10.99,87.9,808.501,0,187.4
2/11/2021 08:29,8:29,1.954,-10.36,95.3,808.417,0,154.7
2/11/2021 08:44,8:44,1.099,-9.43,99.8,808.476,0,96.9
2/11/2021 08:59,8:59,0.837,-7.827,98.9,808.52,0,22.86
2/11/2021 09:14,9:14,0.754,-6.831,98.9,808.39,0,107.4
2/11/2021 09:29,9:29,1.399,-8.03,100,808.996,0,343.3
2/11/2021 09:44,9:44,4.793,-8.18,99.9,808.988,0,342.3
2/11/2021 09:59,9:59,4.304,-7.888,98.9,808.502,0,54.58
2/11/2021 10:14,10:14,2.378,-8.22,97.1,809.015,0,64.16
2/11/2021 10:29,10:29,3.31,-8.01,99.1,808.761,0,4.57
2/11/2021 10:44,10:44,1.288,-7.813,96.4,808.812,0,38.22
2/11/2021 10:59,10:59,3.613,-8.03,95.9,808.977,0,23.72
2/11/2021 11:14,11:14,2.799,-7.803,95.6,808.778,0,54.77
2/11/2021 11:29,11:29,3.071,-8.03,91.3,809.01,0,356.5
2/11/2021 11:44,11:44,3.145,-8.76,85.7,808.799,0,9.47
2/11/2021 11:59,11:59,2.731,-8.9,81.9,808.703,0,19.32
2/11/2021 12:14,12:14,3.149,-9.15,80.2,808.449,0,15.63
2/11/2021 12:29,12:29,5.097,-9.25,77.12,808.548,0,17.84
2/11/2021 12:44,12:44,3.438,-9.48,75.57,808.969,0,3.573
2/11/2021 12:59,12:59,4.713,-9.56,75,808.818,0,23.64
2/11/2021 13:14,13:14,3.277,-9.73,76.81,809.112,0,338.2
2/11/2021 13:29,13:29,4.262,-9.46,73.48,808.88,0,346
2/11/2021 13:44,13:44,4.151,-9.29,71.98,809.073,0,24.38
2/11/2021 13:59,13:59,4.347,-9.72,72.18,809.353,0,357.4
2/11/2021 14:14,14:14,3.301,-10.2,74.75,809.47,0,34.71
2/11/2021 14:29,14:29,3.622,-9.92,70.08,809.793,0,350
2/11/2021 14:44,14:44,2.429,-10.34,71.76,809.953,0,25.45
2/11/2021 14:59,14:59,3.275,-10.12,69.52,809.938,0,31.06
2/11/2021 15:14,15:14,3.816,-9.69,69.87,810.283,0,9.29
2/11/2021 15:29,15:29,2.646,-9.99,69.89,810.235,0,46.24
2/11/2021 15:44,15:44,2.991,-9.96,69.11,810.439,0,29.63
2/11/2021 15:59,15:59,4.003,-10.6,69.62,810.788,0,19.23
2/11/2021 16:14,16:14,4.391,-10.84,69.95,810.907,0,7.119
2/11/2021 16:29,16:29,3.194,-11.28,71.76,811.029,0,20.43
2/11/2021 16:44,16:44,3.156,-11.43,72.38,811.329,0,22.3
2/11/2021 16:59,16:59,4.201,-12.18,74.98,811.635,0,42.81
2/11/2021 17:14,17:14,2.759,-12.22,75.42,811.89,0,43.93
2/11/2021 17:29,17:29,2.658,-12.4,76.62,811.893,0,65.29
2/11/2021 17:44,17:44,3.42,-12.67,77.52,812.256,0,28.58
2/11/2021 17:59,17:59,2.541,-12.86,78.68,812.218,0,46.72
2/11/2021 18:14,18:14,2.719,-13.02,79.79,812.239,0,54.02
2/11/2021 18:29,18:29,2.253,-13.03,79.51,812.399,0,31.27
2/11/2021 18:44,18:44,2.486,-13.07,80.1,812.388,0,41.44
2/11/2021 18:59,18:59,2.698,-13.2,80.5,812.182,0,49.68
2/11/2021 19:14,19:14,1.916,-13.24,81.2,812.194,0,39.52
2/11/2021 19:29,19:29,2.013,-13.31,80.3,812.265,0,31.7
2/11/2021 19:44,19:44,2.732,-13.42,81.7,812.367,0,44.08
2/11/2021 19:59,19:59,2.253,-13.47,81.3,812.38,0,45.86
2/11/2021 20:14,20:14,2.335,-13.48,80.3,812.428,0,32.05
2/11/2021 20:29,20:29,2.238,-13.69,81.1,812.326,0,58.76
2/11/2021 20:44,20:44,2.293,-13.77,81,812.38,0,66.33
2/11/2021 20:59,20:59,2.185,-13.85,80.4,812.506,0,71.73
2/11/2021 21:14,21:14,2.224,-13.88,80.9,812.435,0,64.64
2/11/2021 21:29,21:29,1.58,-13.95,81,812.499,0,59.69
2/11/2021 21:44,21:44,4.584,-14.4,84,812.721,0,1.565
2/11/2021 21:59,21:59,4.864,-15.21,82.4,812.643,0,4.653
2/11/2021 22:14,22:14,4.862,-15.39,82.1,812.631,0,17.03
2/11/2021 22:29,22:29,3.166,-15.58,81.2,812.558,0,4.688
2/11/2021 22:44,22:44,3.358,-15.61,80.8,812.522,0,4.439
2/11/2021 22:59,22:59,4.465,-15.78,80.6,812.509,0,352.8
2/11/2021 23:14,23:14,3.653,-16.13,80.8,812.49,0,8.15
2/11/2021 23:29,23:29,3.606,-16.33,80.4,812.441,0,6.284
2/11/2021 23:44,23:44,3.324,-16.33,79.86,812.355,0,354.8
2/11/2021 23:59,23:59,3.669,-16.51,80.5,812.043,0,12.42
2/12/2021 00:14,0:14,2.883,-16.65,79.64,812.045,0,5.106
2/12/2021 00:29,0:29,3.102,-16.64,79.17,811.807,0,2.803
2/12/2021 00:44,0:44,2.735,-16.64,79.22,811.584,0,1.828
2/12/2021 00:59,0:59,3.231,-16.79,79.79,811.557,0,1.585
2/12/2021 01:14,1:14,3.106,-16.9,78.63,811.411,0,347.1
2/12/2021 01:29,1:29,3.648,-16.91,78.78,811.378,0,2.939
2/12/2021 01:44,1:44,3.034,-17.31,78.83,811.219,0,10.06
2/12/2021 01:59,1:59,2.673,-17.44,78.1,811.068,0,14.48
2/12/2021 02:14,2:14,1.864,-17.63,79.15,810.811,0,1.16
2/12/2021 02:29,2:29,2.155,-17.68,78.49,810.423,0,0.717
2/12/2021 02:44,2:44,2.85,-17.69,78.36,810.388,0,4.318
2/12/2021 02:59,2:59,2.378,-17.74,78.09,810.246,0,10.03
2/12/2021 03:14,3:14,1.758,-17.73,78.11,810.229,0,20.05
2/12/2021 03:29,3:29,1.981,-17.93,77.5,809.946,0,11.24
2/12/2021 03:44,3:44,1.597,-17.92,77.74,809.876,0,13.98
2/12/2021 03:59,3:59,2.533,-18.04,78,809.637,0,8.72
2/12/2021 04:14,4:14,2.243,-18.19,78.11,809.59,0,16.97
2/12/2021 04:29,4:29,2.461,-18.42,78.69,809.662,0,9.64
2/12/2021 04:44,4:44,2.323,-18.73,77.81,809.578,0,8.7
2/12/2021 04:59,4:59,2.119,-18.87,77.19,809.555,0,5.188
2/12/2021 05:14,5:14,2.168,-19.06,77.51,809.598,0,11.09
2/12/2021 05:29,5:29,2.17,-19.13,76.5,809.704,0,12.11
2/12/2021 05:44,5:44,1.89,-19.26,76.65,809.737,0,3.195
2/12/2021 05:59,5:59,1.532,-19.41,76.28,809.548,0,356.2
2/12/2021 06:14,6:14,2.192,-19.46,76.31,809.468,0,6.585
2/12/2021 06:29,6:29,1.982,-19.54,77.66,809.487,0,10.16
2/12/2021 06:44,6:44,1.041,-19.64,76.91,809.331,0,15.05
2/12/2021 06:59,6:59,1.169,-19.72,75.18,809.248,0,22.44
2/12/2021 07:14,7:14,1.408,-19.77,74.67,809.312,0,8.79
2/12/2021 07:29,7:29,1.623,-19.8,75.2,809.277,0,3.567
2/12/2021 07:44,7:44,1.462,-19.69,76.54,809.39,0,1.753
2/12/2021 07:59,7:59,2.028,-19.69,77.14,809.345,0,0.183
2/12/2021 08:14,8:14,1.826,-19.66,79.68,809.307,0,0.191
2/12/2021 08:29,8:29,2.279,-19.44,81.7,809.225,0,2.948
2/12/2021 08:44,8:44,2.016,-19.27,82.3,809.229,0,359
2/12/2021 08:59,8:59,2.335,-19.27,84.8,809.156,0,24.29
2/12/2021 09:14,9:14,2.648,-19.21,84.7,809.173,0,29.93
2/12/2021 09:29,9:29,2.123,-19.21,84,809.264,0,24.42
2/12/2021 09:44,9:44,1.412,-18.98,85.7,809.13,0,23.82
2/12/2021 09:59,9:59,1.823,-18.82,87.5,809.074,0,14.66
2/12/2021 10:14,10:14,1.833,-18.98,83.3,808.783,0,14.79
2/12/2021 10:29,10:29,2.604,-19.1,82,808.715,0,7.635
2/12/2021 10:44,10:44,1.98,-18.86,82.9,808.729,0,16.89
2/12/2021 10:59,10:59,2.211,-18.92,83.9,808.642,0,5.364
2/12/2021 11:14,11:14,2.914,-19.08,81.3,808.377,0,25.86
2/12/2021 11:29,11:29,2.105,-18.97,80,808.205,0,5.384
2/12/2021 11:44,11:44,2.245,-18.54,84.3,808.089,0,13.17
2/12/2021 11:59,11:59,2.391,-18.55,81.4,807.828,0,357.3
2/12/2021 12:14,12:14,2.411,-18.04,84.3,807.518,0,16.28
2/12/2021 12:29,12:29,2.169,-17.71,85.4,807.216,0,41.74
2/12/2021 12:44,12:44,1.926,-17.25,89,806.904,0,35.7
2/12/2021 12:59,12:59,1.781,-17.18,85.5,806.748,0,21.01
2/12/2021 13:14,13:14,1.809,-17.06,84.3,806.353,0,27
2/12/2021 13:29,13:29,2.05,-16.67,83.8,806.157,0,6.084
2/12/2021 13:44,13:44,1.751,-16.57,83,806.079,0,23.23
2/12/2021 13:59,13:59,3.128,-16.33,82.1,805.981,0,24.95
2/12/2021 14:14,14:14,3.33,-16.26,81.3,805.993,0,355.9
2/12/2021 14:29,14:29,3.086,-16.54,79.89,806.077,0,337.8
2/12/2021 14:44,14:44,3.078,-16.3,79.25,805.89,0,348.1
2/12/2021 14:59,14:59,2.958,-16.08,79.46,806.129,0,3.889
2/12/2021 15:14,15:14,3.513,-16.34,81.4,806.336,0,16.49
2/12/2021 15:29,15:29,3.165,-16.29,78.83,806.548,0,15.48
2/12/2021 15:44,15:44,3.404,-16.27,77.2,806.613,0,356.6
2/12/2021 15:59,15:59,3.648,-15.98,78.8,806.507,0,13.99
2/12/2021 16:14,16:14,3.738,-16.22,79.06,806.852,0,14.25
2/12/2021 16:29,16:29,3.298,-16.32,79.23,806.938,0,6.402
2/12/2021 16:44,16:44,3.267,-16.39,77.57,806.829,0,10.21
2/12/2021 16:59,16:59,3.132,-16.38,78.48,807.079,0,6.094
2/12/2021 17:14,17:14,3.143,-16.39,77.63,807.14,0,8.33
2/12/2021 17:29,17:29,3.266,-16.37,77.95,807.203,0,353.5
2/12/2021 17:44,17:44,3.861,-16.2,77.98,807.286,0,6.355
2/12/2021 17:59,17:59,3.166,-16.28,78.79,807.338,0,8.38
2/12/2021 18:14,18:14,3.248,-16.21,78.86,807.404,0,4.743
2/12/2021 18:29,18:29,2.873,-16.34,80.3,807.272,0.254,345.4
2/12/2021 18:44,18:44,2.783,-16.43,79.66,807.335,0.254,342.8
2/12/2021 18:59,18:59,1.886,-16.26,79.41,807.176,0.254,350.7
2/12/2021 19:14,19:14,1.416,-16.16,79.47,807.129,0.254,335.1
2/12/2021 19:29,19:29,1.967,-16.22,79.51,807.034,0.254,354.8
2/12/2021 19:44,19:44,2.534,-16.41,79.01,806.936,0.254,16.53
2/12/2021 19:59,19:59,2.977,-16.61,78.44,807.146,0.254,11.93
2/12/2021 20:14,20:14,2.748,-16.8,79.06,806.986,0.254,14.03
2/12/2021 20:29,20:29,2.213,-16.86,78.69,807.185,0.254,348.7
2/12/2021 20:44,20:44,2.357,-16.88,78.51,807.208,0.254,1.37
2/12/2021 20:59,20:59,2.4,-16.99,78.73,807.268,0.254,3.711
2/12/2021 21:14,21:14,2.241,-17.11,78.11,807.068,0.254,351.5
2/12/2021 21:29,21:29,1.714,-17.2,77.91,806.981,0.254,352.3
2/12/2021 21:44,21:44,2.18,-17.17,77.33,807.171,0.254,345.6
2/12/2021 21:59,21:59,2.204,-17.15,77.42,807.11,0.254,353.9
2/12/2021 22:14,22:14,2.458,-17.16,77.55,807.362,0.254,350.1
2/12/2021 22:29,22:29,3.469,-17.2,79.28,807.473,0.254,5.225
2/12/2021 22:44,22:44,2.756,-17.17,79.47,807.614,0.254,356.7
2/12/2021 22:59,22:59,4.335,-17.3,77.95,807.774,0.254,7.617
2/12/2021 23:14,23:14,5.011,-17.45,78.36,808.06,0.254,6.53
2/12/2021 23:29,23:29,6.109,-17.83,78.68,808.33,0.254,3.78
2/12/2021 23:44,23:44,5.932,-17.94,77.8,808.533,0.254,2.967
2/12/2021 23:59,23:59,4.476,-18.09,77.33,808.614,0.254,1.603
2/13/2021 00:14,0:14,4.872,-18.27,77.84,808.453,0,9.96
2/13/2021 00:29,0:29,4.356,-18.6,77.07,808.562,0,11.66
2/13/2021 00:44,0:44,4.844,-18.8,75.64,808.822,0,3.654
2/13/2021 00:59,0:59,3.438,-18.82,76.58,808.688,0,8.72
2/13/2021 01:14,1:14,3.539,-18.86,76.36,808.892,0,354.3
2/13/2021 01:29,1:29,2.729,-18.86,76.25,809.025,0,8.93
2/13/2021 01:44,1:44,3.002,-19.05,76.29,809.082,0,10.37
2/13/2021 01:59,1:59,3.196,-19.13,76.38,808.96,0,1.514
2/13/2021 02:14,2:14,2.675,-19.24,76.03,808.803,0,3.083
2/13/2021 02:29,2:29,2.849,-19.26,75.87,808.901,0,3.11
2/13/2021 02:44,2:44,2.61,-19.33,75.51,808.797,0,0.491
2/13/2021 02:59,2:59,3.461,-19.5,75.76,808.88,0,4.333
2/13/2021 03:14,3:14,2.892,-19.65,75.13,808.791,0,5.33
2/13/2021 03:29,3:29,2.496,-20.41,76.41,808.82,0,26.2
2/13/2021 03:44,3:44,2.907,-20.85,74.36,808.679,0,35.8
2/13/2021 03:59,3:59,2.136,-20.9,73.96,808.697,0,34.7
2/13/2021 04:14,4:14,1.61,-21.09,73.16,808.863,0,51.67
2/13/2021 04:29,4:29,2.356,-21.45,73.72,809.061,0,53.24
2/13/2021 04:44,4:44,2.448,-21.66,72.61,809.254,0,35.82
2/13/2021 04:59,4:59,2.342,-21.77,72.15,809.177,0,4.249
2/13/2021 05:14,5:14,2.647,-21.99,71.53,809.421,0,0.727
2/13/2021 05:29,5:29,2.279,-22.14,72.72,809.441,0,4.151
2/13/2021 05:44,5:44,1.488,-22.14,71.95,809.451,0,5.084
2/13/2021 05:59,5:59,1.583,-22.14,72.34,809.393,0,8.31
2/13/2021 06:14,6:14,1.238,-22.15,72.52,809.376,0,11.93
2/13/2021 06:29,6:29,1.19,-22.17,71.73,809.339,0,18.43
2/13/2021 06:44,6:44,1.03,-22.13,72.33,809.298,0,13
2/13/2021 06:59,6:59,1.157,-22.09,73.15,809.613,0,6.425
2/13/2021 07:14,7:14,1.857,-22.01,74.34,809.787,0,7.291
2/13/2021 07:29,7:29,0.968,-21.99,75.19,809.681,0,25.65
2/13/2021 07:44,7:44,1.168,-21.74,77.76,809.636,0,27.32
2/13/2021 07:59,7:59,1.14,-21.7,81.7,809.613,0,50.98
2/13/2021 08:14,8:14,1.171,-21.67,80.1,809.652,0,35.13
2/13/2021 08:29,8:29,1.206,-21.33,85.5,809.598,0,21.12
2/13/2021 08:44,8:44,1.447,-21.49,87,809.583,0,12.86
2/13/2021 08:59,8:59,1.497,-21.65,77.7,809.418,0,0.408
2/13/2021 09:14,9:14,1.814,-21.39,76.31,809.432,0,22.37
2/13/2021 09:29,9:29,1.582,-21.54,79.07,809.398,0,28.59
2/13/2021 09:44,9:44,1.143,-21.32,79.81,809.26,0,9.28
2/13/2021 09:59,9:59,0.713,-20.99,79.65,809.222,0,70.9
2/13/2021 10:14,10:14,1.029,-20.93,82.4,809.287,0,27.88
2/13/2021 10:29,10:29,1.102,-20.74,80.2,809.261,0,58.25
2/13/2021 10:44,10:44,0.69,-20.7,79.63,809.033,0,63.49
2/13/2021 10:59,10:59,1.129,-20.49,78.97,808.953,0,48.07
2/13/2021 11:14,11:14,0.723,-20.28,78.64,808.767,0,55.99
2/13/2021 11:29,11:29,1.222,-20.38,77.55,808.372,0,63.19
2/13/2021 11:44,11:44,1.617,-20.4,75.71,808.378,0,49.67
2/13/2021 11:59,11:59,1.416,-20.21,75.23,808.335,0,61.34
2/13/2021 12:14,12:14,2.118,-20.05,74.42,807.876,0,57.77
2/13/2021 12:29,12:29,2.014,-19.9,74.12,807.536,0,58.31
2/13/2021 12:44,12:44,1.849,-19.93,74.01,807.296,0,32.57
2/13/2021 12:59,12:59,1.571,-19.73,73.23,807.233,0,57.6
2/13/2021 13:14,13:14,1.367,-19.61,72.69,807.099,0,31.9
2/13/2021 13:29,13:29,1.353,-19.62,72.55,807.111,0,47.03
2/13/2021 13:44,13:44,0.918,-19.48,70.89,807.065,0,6.884
2/13/2021 13:59,13:59,1.348,-19.38,71.74,807.178,0,34.11
2/13/2021 14:14,14:14,1.579,-19.56,72.11,807.11,0,57.71
2/13/2021 14:29,14:29,1.885,-19.48,72.06,807.138,0,39.9
2/13/2021 14:44,14:44,2.321,-19.41,70.96,807.174,0,64.47
