DATE (MM/DD/YYYY),MST,Avg Wind Speed @ 50m [m/s],Temperature @ 50m [deg C],Relative Humidity [%],Station Pressure [mBar],Precipitation (Accumulated) [mm],Avg Wind Direction @ 50m [deg]
1/1/2021 00:14,0:14,2.749,-15.77,46.14,813.382,0,173.4
1/1/2021 00:29,0:29,3.379,-15.78,49.11,813.454,0,185
1/1/2021 00:44,0:44,3.569,-15.82,49.79,813.464,0,191.2
1/1/2021 00:59,0:59,3.308,-15.87,50.48,813.393,0,183.6
1/1/2021 01:14,1:14,3.383,-15.87,47.12,813.366,0,188.1
1/1/2021 01:29,1:29,3.604,-15.92,51.24,813.382,0,184.6
1/1/2021 01:44,1:44,3.298,-15.94,48.38,813.471,0,192.2
1/1/2021 01:59,1:59,2.855,-15.87,50.68,813.582,0,184.4
1/1/2021 02:14,2:14,3.372,-15.85,51.93,813.621,0,172.2
1/1/2021 02:29,2:29,3.607,-15.93,51.7,813.712,0,187.9
1/1/2021 02:44,2:44,2.978,-15.87,51.36,813.803,0,189
1/1/2021 02:59,2:59,3.053,-16.01,50.73,813.687,0,189.6
1/1/2021 03:14,3:14,3.071,-16.02,54.56,813.64,0,195.8
1/1/2021 03:29,3:29,3.246,-16.04,55.41,813.66,0,201.2
1/1/2021 03:44,3:44,3.485,-16.12,56.88,813.581,0,201.2
1/1/2021 03:59,3:59,3.926,-16.01,54.97,813.444,0,206.3
1/1/2021 04:14,4:14,3.232,-15.97,55.86,813.41,0,206.3
1/1/2021 04:29,4:29,2.266,-15.85,54.58,813.457,0,205
1/1/2021 04:44,4:44,1.952,-16.34,53.05,813.581,0,230.4
1/1/2021 04:59,4:59,1.344,-16.08,51.95,813.69,0,234.8
1/1/2021 05:14,5:14,2.357,-16.29,57.67,813.89,0,268.9
1/1/2021 05:29,5:29,2.691,-16.11,52.3,814.035,0,303.9
1/1/2021 05:44,5:44,4.963,-18.38,55.58,814.376,0,347.8
1/1/2021 05:59,5:59,3.92,-17.62,51.49,814.5,0,321.9
1/1/2021 06:14,6:14,2.768,-17.39,47.83,814.705,0,323.6
1/1/2021 06:29,6:29,3.015,-17.15,46.43,814.811,0,309.2
1/1/2021 06:44,6:44,3.894,-17.01,47.21,814.758,0,295.1
1/1/2021 06:59,6:59,3.543,-16.79,47.89,814.853,0,294.7
1/1/2021 07:14,7:14,3.186,-16.73,47.88,814.965,0,295.8
1/1/2021 07:29,7:29,3.68,-16.76,49.6,815.156,0,302.1
1/1/2021 07:44,7:44,3.934,-17.02,49.59,815.453,0,301.9
1/1/2021 07:59,7:59,3.792,-16.83,49.17,815.628,0,292.4
1/1/2021 08:14,8:14,2.998,-16.76,50.44,815.85,0,297.1
1/1/2021 08:29,8:29,3.134,-16.57,51.05,816.115,0,290
1/1/2021 08:44,8:44,3.604,-16.49,50.35,816.292,0,290.6
1/1/2021 08:59,8:59,3.419,-16.52,49.53,816.476,0,297.5
1/1/2021 09:14,9:14,2.788,-16.22,49.19,816.516,0,300.9
1/1/2021 09:29,9:29,2.36,-16.1,49.57,816.62,0,292
1/1/2021 09:44,9:44,0.608,-15.79,49.38,816.69,0,324.1
1/1/2021 09:59,9:59,0.615,-15.8,50.54,816.687,0,38.41
1/1/2021 10:14,10:14,0.571,-15.77,51.09,816.496,0,82.1
1/1/2021 10:29,10:29,0.74,-15.79,51.63,816.341,0,73.17
1/1/2021 10:44,10:44,1.54,-15.65,50.92,816.063,0,80.2
1/1/2021 10:59,10:59,0.413,-15.11,49.14,815.707,0,190.5
1/1/2021 11:14,11:14,1.471,-15.05,48.49,815.391,0,63.52
1/1/2021 11:29,11:29,1.049,-15.06,48.07,815.159,0,103.5
1/1/2021 11:44,11:44,0.354,-15.15,49.23,814.81,0,333.8
1/1/2021 11:59,11:59,1.803,-14.59,47.75,814.552,0,93.5
1/1/2021 12:14,12:14,2.859,-14.36,44.81,814.389,0,159
1/1/2021 12:29,12:29,3.182,-14.61,48.18,814.206,0,107.2
1/1/2021 12:44,12:44,3.182,-14.33,47.67,814.057,0,153.1
1/1/2021 12:59,12:59,1.493,-14.03,47.11,813.994,0,123.9
1/1/2021 13:14,13:14,1.929,-13.9,45.24,813.913,0,149.7
1/1/2021 13:29,13:29,1.228,-14.02,44.03,813.843,0,137.1
1/1/2021 13:44,13:44,2.752,-14.05,43.81,813.777,0,168.1
1/1/2021 13:59,13:59,3.42,-13.95,45.6,813.791,0,129.1
1/1/2021 14:14,14:14,4.194,-13.9,44.54,813.717,0,122.7
1/1/2021 14:29,14:29,3.678,-13.63,44.07,813.828,0,139.2
1/1/2021 14:44,14:44,3.141,-13.62,43.44,813.774,0,153.2
1/1/2021 14:59,14:59,3.577,-13.72,43.5,813.866,0,145.8
1/1/2021 15:14,15:14,4.678,-13.73,44.19,813.852,0,147.9
1/1/2021 15:29,15:29,4.188,-13.68,44.35,814.008,0,178.3
1/1/2021 15:44,15:44,4.891,-13.65,45.14,814.01,0,166.2
1/1/2021 15:59,15:59,3.785,-13.63,46.15,814.054,0,161.6
1/1/2021 16:14,16:14,4.506,-13.76,49.55,814.16,0,168.9
1/1/2021 16:29,16:29,3.125,-14.22,55.66,814.256,0,166.3
1/1/2021 16:44,16:44,3.821,-14.26,56.34,814.211,0,161.2
1/1/2021 16:59,16:59,3.786,-14.37,58,814.251,0,168.1
1/1/2021 17:14,17:14,3.743,-14.39,57.51,814.285,0,178.6
1/1/2021 17:29,17:29,3.78,-14.37,55.49,814.4,0,186.3
1/1/2021 17:44,17:44,2.878,-14.49,60.4,814.513,0,205.9
1/1/2021 17:59,17:59,3.071,-14.5,57.17,814.582,0,196.4
1/1/2021 18:14,18:14,0.972,-15.9,62.83,814.764,0,99.4
1/1/2021 18:29,18:29,1.391,-15.13,56.2,814.797,0,136.9
1/1/2021 18:44,18:44,0.946,-15.98,59.8,814.815,0,278.7
1/1/2021 18:59,18:59,2.379,-16.29,57.11,814.778,0,334.8
1/1/2021 19:14,19:14,2.543,-16.16,59.19,814.777,0,320.2
1/1/2021 19:29,19:29,2.263,-16.05,58.5,814.708,0,315.5
1/1/2021 19:44,19:44,2.49,-16.14,59.46,814.634,0,327.7
1/1/2021 19:59,19:59,2.831,-16.18,59.13,814.609,0,316.4
1/1/2021 20:14,20:14,2.95,-16.2,58.73,814.455,0,310.4
1/1/2021 20:29,20:29,3.253,-16.42,59.43,814.292,0,310.7
1/1/2021 20:44,20:44,3.304,-15.95,58.09,814.186,0,305.8
1/1/2021 20:59,20:59,1.607,-15.76,63.11,814.091,0,306.6
1/1/2021 21:14,21:14,1.326,-16.2,65.73,813.958,0,199.8
1/1/2021 21:29,21:29,0.995,-15.82,64.69,813.76,0,229.6
1/1/2021 21:44,21:44,1.416,-16,64.2,813.647,0,236.1
1/1/2021 21:59,21:59,0.354,-15.81,63.54,813.48,0,224.9
1/1/2021 22:14,22:14,0.357,-15.61,62.65,813.392,0,180.4
1/1/2021 22:29,22:29,0.875,-15.38,61.53,813.28,0,206.3
1/1/2021 22:44,22:44,1.094,-15.41,60.47,813.181,0,174.6
1/1/2021 22:59,22:59,1.533,-15.59,61.75,813.05,0,155.1
1/1/2021 23:14,23:14,1.781,-15.67,62.39,813.009,0,157.2
1/1/2021 23:29,23:29,1.292,-15.72,60.04,812.87,0,175.7
1/1/2021 23:44,23:44,2.023,-15.46,62.8,812.68,0,176.1
1/1/2021 23:59,23:59,3.001,-15.4,57.52,812.494,0,159.9
1/2/2021 00:14,0:14,2.293,-15.41,62.66,812.322,0,164.5
1/2/2021 00:29,0:29,1.784,-14.6,57.96,812.119,0,200.2
1/2/2021 00:44,0:44,1.691,-14.44,60.21,811.978,0,250.1
1/2/2021 00:59,0:59,1.143,-14.76,57.29,811.852,0,356.1
1/2/2021 01:14,1:14,3.054,-15.05,57.89,811.702,0,135.2
1/2/2021 01:29,1:29,2.009,-14.24,56.01,811.538,0,177.1
1/2/2021 01:44,1:44,1.811,-14.12,51.94,811.491,0,250.5
1/2/2021 01:59,1:59,1.195,-14.61,47.72,811.436,0,94.2
1/2/2021 02:14,2:14,1.655,-14.84,51.59,811.417,0,134.6
1/2/2021 02:29,2:29,0.564,-14.03,52.28,811.325,0,137.7
1/2/2021 02:44,2:44,2.668,-14.65,51.54,811.189,0,109.4
1/2/2021 02:59,2:59,1.121,-13.82,45.19,810.958,0,140.4
1/2/2021 03:14,3:14,1.939,-14.65,54.17,810.859,0,25.68
1/2/2021 03:29,3:29,3.75,-14.81,37.48,810.825,0,315.6
1/2/2021 03:44,3:44,2.995,-15.2,42.95,810.719,0,289.3
1/2/2021 03:59,3:59,3.63,-14.1,43.79,810.487,0,251.7
1/2/2021 04:14,4:14,2.19,-15.02,37.31,810.38,0,30.37
1/2/2021 04:29,4:29,3.73,-15.14,36.96,810.285,0,332.5
1/2/2021 04:44,4:44,8.39,-13.84,32.46,810.092,0,283.6
1/2/2021 04:59,4:59,6.212,-13.63,30.4,810.082,0,294.5
1/2/2021 05:14,5:14,5.698,-13.81,30.32,810.006,0,281
1/2/2021 05:29,5:29,9.32,-13.51,28.19,809.898,0,284.6
1/2/2021 05:44,5:44,6.468,-13.54,26.12,809.786,0,276.3
1/2/2021 05:59,5:59,7.051,-13.36,24.51,809.85,0,284.4
1/2/2021 06:14,6:14,7.4,-13.24,21.86,809.791,0,279.3
1/2/2021 06:29,6:29,6.322,-13.45,23.13,809.687,0,275.8
1/2/2021 06:44,6:44,8.76,-13.03,20.69,809.62,0,272.9
1/2/2021 06:59,6:59,4.158,-13.38,20.27,809.791,0,284.4
1/2/2021 07:14,7:14,8.11,-13.4,20.73,809.739,0,288.9
1/2/2021 07:29,7:29,9.03,-13.22,20.24,809.598,0,280.7
1/2/2021 07:44,7:44,6.74,-13.08,20.55,809.604,0,309.8
1/2/2021 07:59,7:59,9.12,-12.69,18.92,809.405,0,284.4
1/2/2021 08:14,8:14,13.82,-12.42,18.25,809.151,0,277.1
1/2/2021 08:29,8:29,9.63,-12.51,18.85,809.335,0,284
1/2/2021 08:44,8:44,16.03,-12.42,18.08,809.205,0,274.6
1/2/2021 08:59,8:59,11.56,-12.26,18.72,809.389,0,267.2
1/2/2021 09:14,9:14,14.07,-11.96,17.71,809.061,0,277.4
1/2/2021 09:29,9:29,11.49,-11.64,17.73,809.27,0,278.3
1/2/2021 09:44,9:44,12.65,-11.46,17.95,809.233,0,277.1
1/2/2021 09:59,9:59,8.78,-11.48,18.41,809.129,0,289.1
1/2/2021 10:14,10:14,12.55,-11.37,17.31,808.89,0,276.9
1/2/2021 10:29,10:29,8.2,-11.28,16.58,808.751,0,294.9
1/2/2021 10:44,10:44,7.46,-10.83,15.69,808.565,0,294.5
1/2/2021 10:59,10:59,8.38,-10.45,14.54,808.369,0,291.7
1/2/2021 11:14,11:14,9.92,-10.52,14.4,808.202,0,293.8
1/2/2021 11:29,11:29,13.02,-10.77,14.94,807.678,0,292.9
1/2/2021 11:44,11:44,9.21,-10.6,14.98,807.403,0,290.9
1/2/2021 11:59,11:59,6.459,-9.94,13.81,807.251,0,305.9
1/2/2021 12:14,12:14,8.89,-9.65,12.58,806.819,0,296.7
1/2/2021 12:29,12:29,6.087,-9.38,11.71,806.648,0,281.1
1/2/2021 12:44,12:44,3.217,-8.64,11.02,806.552,0,288.7
1/2/2021 12:59,12:59,5.161,-8.46,10.2,806.467,0,268.9
1/2/2021 13:14,13:14,11.39,-8.79,11.57,806.315,0,265.9
1/2/2021 13:29,13:29,11.17,-9.22,13.43,806.335,0,277.8
1/2/2021 13:44,13:44,10.07,-9.7,14.63,806.499,0,275.2
1/2/2021 13:59,13:59,9.03,-9.96,16.94,806.593,0,274.7
1/2/2021 14:14,14:14,9.44,-10.57,19.99,806.793,0,293.2
1/2/2021 14:29,14:29,10.88,-10.81,20.96,807.129,0,290.5
1/2/2021 14:44,14:44,12.71,-10.81,22.89,807.19,0,277.9
1/2/2021 14:59,14:59,9.92,-11.04,25.27,807.531,0,276.4
1/2/2021 15:14,15:14,9.32,-11.45,26.56,807.537,0,274.2
1/2/2021 15:29,15:29,14.88,-11.49,28.07,807.701,0,280.5
1/2/2021 15:44,15:44,14.99,-11.73,29.92,807.923,0,277
1/2/2021 15:59,15:59,17.89,-12.3,31.97,807.926,0,265.8
1/2/2021 16:14,16:14,8.8,-12.55,33.28,808.981,0,273.7
1/2/2021 16:29,16:29,9.62,-12.49,34.05,808.932,0,288
1/2/2021 16:44,16:44,11.56,-12.19,31.9,808.973,0,326.9
1/2/2021 16:59,16:59,8.52,-12.45,31.11,809.056,0,294.4
1/2/2021 17:14,17:14,5.883,-12.56,28.65,809.004,0,291.2
1/2/2021 17:29,17:29,10.41,-12.53,27.94,808.9,0,265.7
1/2/2021 17:44,17:44,9.36,-12.47,26.16,808.912,0,276.8
1/2/2021 17:59,17:59,13.18,-12.38,25.97,808.852,0,261.7
1/2/2021 18:14,18:14,12.38,-12.58,28.16,809.078,0,279.5
1/2/2021 18:29,18:29,13.63,-12.95,30.64,809.515,0,260.7
1/2/2021 18:44,18:44,11.41,-12.6,28.69,809.811,0,275.4
1/2/2021 18:59,18:59,4.748,-13.27,32.12,810.371,0,309.4
1/2/2021 19:14,19:14,8.72,-12.96,30.81,810.985,0,271.7
1/2/2021 19:29,19:29,3.668,-13.11,30.84,811.183,0,259.5
1/2/2021 19:44,19:44,7.833,-13.42,33.73,810.952,0,298.5
1/2/2021 19:59,19:59,4.811,-13.54,33.64,811.084,0,271.8
1/2/2021 20:14,20:14,5.407,-13.7,34.44,811.146,0,313.5
1/2/2021 20:29,20:29,10.88,-13.78,34.21,810.913,0,314
1/2/2021 20:44,20:44,12.74,-14.08,36.09,810.35,0,285.2
1/2/2021 20:59,20:59,16.3,-14.12,34.28,809.633,0,280
1/2/2021 21:14,21:14,9.09,-14.12,33.41,809.268,0,277.9
1/2/2021 21:29,21:29,18.44,-14.19,33.81,808.482,0,289.5
1/2/2021 21:44,21:44,17.98,-14.1,32.29,808.177,0,277.6
1/2/2021 21:59,21:59,18.08,-14.02,30.87,808.434,0,269.7
1/2/2021 22:14,22:14,19.3,-14.11,32.06,808.768,0,314
1/2/2021 22:29,22:29,8.13,-14.22,31.16,809.041,0,16.15
1/2/2021 22:44,22:44,14.69,-14.24,32.05,809.312,0,282.2
1/2/2021 22:59,22:59,16.76,-14.34,32.01,809.035,0,278.3
1/2/2021 23:14,23:14,15.53,-14.27,32.01,808.579,0,278.4
1/2/2021 23:29,23:29,17.92,-14.14,31.71,808.329,0,285.4
1/2/2021 23:44,23:44,12.93,-14.3,32.18,808.263,0,277.1
1/2/2021 23:59,23:59,17.43,-14.13,31.21,807.765,0,284.9
1/3/2021 00:14,0:14,18.09,-14.01,30.8,807.681,0,268.9
1/3/2021 00:29,0:29,20.84,-14.04,30.2,807.787,0,277.6
1/3/2021 00:44,0:44,19.8,-14.24,31.37,807.814,0,274.5
1/3/2021 00:59,0:59,21.11,-14.21,30.71,807.575,0,280.3
1/3/2021 01:14,1:14,22.41,-14.15,29.76,807.692,0,278.3
1/3/2021 01:29,1:29,22.55,-14.26,30.07,807.345,0,277.9
1/3/2021 01:44,1:44,22.44,-14.01,28.7,807.391,0,276.8
1/3/2021 01:59,1:59,21.18,-13.82,27.64,807.258,0,282.6
1/3/2021 02:14,2:14,24.89,-13.76,28.12,806.622,0,272.5
1/3/2021 02:29,2:29,22.42,-13.88,29.28,806.741,0,271.7
1/3/2021 02:44,2:44,17.56,-13.61,27.83,806.998,0,276.2
1/3/2021 02:59,2:59,19.49,-13.36,27.19,807.033,0,281.4
1/3/2021 03:14,3:14,13.99,-13.47,27.25,807.21,0,272.8
1/3/2021 03:29,3:29,15.17,-12.97,25.3,807.103,0,274
1/3/2021 03:44,3:44,12.46,-12.46,23.07,807.543,0,274.7
1/3/2021 03:59,3:59,7.29,-12.33,21.6,808.06,0,315.7
1/3/2021 04:14,4:14,8,-12.67,22.39,808.14,0,297.4
1/3/2021 04:29,4:29,10.25,-13.02,23.68,808.307,0,312.5
1/3/2021 04:44,4:44,10.12,-13.4,24.9,808.27,0,296.7
1/3/2021 04:59,4:59,14,-12.85,23.18,807.785,0,283.9
1/3/2021 05:14,5:14,14.18,-13.09,24.6,807.637,0,290.1
1/3/2021 05:29,5:29,17.54,-12.94,26.55,807.203,0,276.7
1/3/2021 05:44,5:44,15.03,-12.73,27.05,806.836,0,277.9
1/3/2021 05:59,5:59,17.57,-12.29,27.97,806.5,0,276
1/3/2021 06:14,6:14,13.09,-11.87,28.54,807.194,0,278.5
1/3/2021 06:29,6:29,10.8,-11.71,28.45,807.156,0,275.5
1/3/2021 06:44,6:44,17.02,-11.54,28.03,806.521,0,271.6
1/3/2021 06:59,6:59,14.49,-11.14,27.05,806.204,0,270.4
1/3/2021 07:14,7:14,15.85,-10.68,27.84,806.705,0,274.1
1/3/2021 07:29,7:29,10.36,-11.02,28.95,807.37,0,300.5
1/3/2021 07:44,7:44,13.79,-10.85,28.62,807.122,0,269.1
1/3/2021 07:59,7:59,17.16,-10.72,28.23,806.801,0,274.7
1/3/2021 08:14,8:14,16.43,-10.42,28.08,807.131,0,276.3
1/3/2021 08:29,8:29,15.02,-10.42,27.48,807.572,0,276.7
1/3/2021 08:44,8:44,14.27,-10.1,27.07,807.529,0,274.1
1/3/2021 08:59,8:59,14.75,-9.84,26.85,807.44,0,269.6
1/3/2021 09:14,9:14,8.01,-9.85,25.86,807.814,0,292.2
1/3/2021 09:29,9:29,9.1,-9.42,24.61,807.904,0,287.7
1/3/2021 09:44,9:44,11.49,-9.36,23.38,807.836,0,288.1
1/3/2021 09:59,9:59,9.32,-9.37,22.97,807.619,0,296.8
1/3/2021 10:14,10:14,9.92,-9.27,22.57,807.339,0,292.7
1/3/2021 10:29,10:29,9.8,-9.05,22.64,807.212,0,277.9
1/3/2021 10:44,10:44,9.81,-8.9,22.09,806.949,0,288.4
1/3/2021 10:59,10:59,16.58,-8.73,20.6,806.413,0,284
1/3/2021 11:14,11:14,13.72,-8.84,19.69,806.429,0,278.6
1/3/2021 11:29,11:29,16.3,-8.87,20.68,806.212,0,287.7
1/3/2021 11:44,11:44,13.53,-9.16,21.82,806.407,0,282.1
1/3/2021 11:59,11:59,12.69,-8.56,21.66,806.1,0,282.7
1/3/2021 12:14,12:14,11.42,-8.8,23.74,806.039,0,284.9
1/3/2021 12:29,12:29,18.59,-8.97,24.81,805.592,0,264.1
1/3/2021 12:44,12:44,14.02,-8.71,24.64,805.523,0,267.7
1/3/2021 12:59,12:59,16.85,-8.61,23.47,805.126,0,280.5
1/3/2021 13:14,13:14,12.43,-8.59,23.02,805.214,0,257.5
1/3/2021 13:29,13:29,17.92,-8.82,23.36,804.8,0,267.5
1/3/2021 13:44,13:44,13.8,-9.1,22.9,805.436,0,268.8
1/3/2021 13:59,13:59,12.26,-9.19,23.64,805.456,0,270.3
1/3/2021 14:14,14:14,16.03,-9.19,23.67,805.091,0,273.3
1/3/2021 14:29,14:29,14.39,-9.24,23.5,805.456,0,263.3
1/3/2021 14:44,14:44,18.49,-9.2,23.5,805.749,0,261.9
1/3/2021 14:59,14:59,16.61,-9.21,22.91,806.067,0,269.8
1/3/2021 15:14,15:14,19,-9.59,24.02,806.202,0,255.4
1/3/2021 15:29,15:29,15.12,-9.54,24.1,806.324,0,250.6
1/3/2021 15:44,15:44,21.36,-9.39,24.82,806.395,0,261.3
1/3/2021 15:59,15:59,13.78,-9.97,25.85,807.167,0,271.7
1/3/2021 16:14,16:14,14.45,-10.4,27.64,807.798,0,264.5
1/3/2021 16:29,16:29,12.41,-9.97,27.64,806.991,0,291.9
1/3/2021 16:44,16:44,7.962,-9.76,27.54,807.678,0,313.1
1/3/2021 16:59,16:59,12.52,-10.24,29.53,807.998,0,297
1/3/2021 17:14,17:14,16.02,-10.85,31.48,808.379,0,286.4
1/3/2021 17:29,17:29,11.99,-10.99,33.08,808.577,0,281.8
1/3/2021 17:44,17:44,14.88,-10.78,33.2,807.911,0,269.8
1/3/2021 17:59,17:59,7.333,-11.11,34.4,808.857,0,326
1/3/2021 18:14,18:14,11.22,-11.06,35.46,808.626,0,307.7
1/3/2021 18:29,18:29,5.662,-10.56,34.07,809.078,0,347.9
1/3/2021 18:44,18:44,4.234,-10.24,32.37,809.083,0,295
1/3/2021 18:59,18:59,6.656,-10.48,33.77,809.591,0,279.5
1/3/2021 19:14,19:14,10.05,-10.91,35.92,809.415,0,329.4
1/3/2021 19:29,19:29,12.09,-11.3,37.38,808.921,0,326.4
1/3/2021 19:44,19:44,16.38,-11.15,37.01,809.265,0,277.8
1/3/2021 19:59,19:59,15.88,-10.45,34.29,809.501,0,293.6
1/3/2021 20:14,20:14,13.46,-10.59,34.77,810.297,0,296.4
1/3/2021 20:29,20:29,11.07,-10.86,37,810.605,0,283.1
1/3/2021 20:44,20:44,11.26,-10.43,34.85,810.705,0,283.9
1/3/2021 20:59,20:59,6.162,-10.98,36.73,811.485,0,315.2
1/3/2021 21:14,21:14,7.105,-11,39.54,811.854,0,323
1/3/2021 21:29,21:29,6.487,-11.04,37.71,811.879,0,264.9
1/3/2021 21:44,21:44,4.88,-11.19,37.48,812.203,0,287.4
1/3/2021 21:59,21:59,5.612,-11.14,37.21,812.232,0,297.4
1/3/2021 22:14,22:14,6.397,-11.14,37.2,811.858,0,286.5
1/3/2021 22:29,22:29,9.53,-11.09,36.7,811.712,0,266.6
1/3/2021 22:44,22:44,4.169,-11.34,37.59,812.043,0,310.1
1/3/2021 22:59,22:59,7.026,-11.19,36.71,812.134,0,257.5
1/3/2021 23:14,23:14,8.24,-11.17,36.44,812.141,0,290.7
1/3/2021 23:29,23:29,8.21,-11.07,35.26,812.286,0,275.2
1/3/2021 23:44,23:44,9.72,-11.1,32.59,812.364,0,280.1
1/3/2021 23:59,23:59,11.71,-11.21,33.95,812.465,0,291.5
1/4/2021 00:14,0:14,10.6,-11.27,33.85,812.783,0,292.3
1/4/2021 00:29,0:29,9.22,-11.05,31.87,812.981,0,299.3
1/4/2021 00:44,0:44,10.61,-11.29,31.99,813.125,0,279.3
1/4/2021 00:59,0:59,10.38,-11.47,29.32,813.35,0,310
1/4/2021 01:14,1:14,11.13,-11.76,29.09,813.683,0,314.7
1/4/2021 01:29,1:29,18.75,-11.75,28.96,813.403,0,273.8
1/4/2021 01:44,1:44,14.83,-11.91,29.04,813.663,0,282.6
1/4/2021 01:59,1:59,16.78,-11.85,27.49,813.318,0,272.7
1/4/2021 02:14,2:14,12.77,-11.82,26.81,813.636,0,285.2
1/4/2021 02:29,2:29,11.95,-11.94,27.34,813.911,0,278.1
1/4/2021 02:44,2:44,11.98,-11.68,25.66,813.882,0,277.6
1/4/2021 02:59,2:59,14.97,-11.88,26.74,813.939,0,270.3
1/4/2021 03:14,3:14,16.11,-11.85,26.41,813.888,0,265.6
1/4/2021 03:29,3:29,15.05,-11.94,26.64,813.716,0,281.5
1/4/2021 03:44,3:44,13.54,-12.06,26.57,813.936,0,278.2
1/4/2021 03:59,3:59,15.6,-12.03,25.85,813.989,0,267.2
1/4/2021 04:14,4:14,16.23,-12.05,25.75,814.054,0,264.5
1/4/2021 04:29,4:29,18.53,-12.01,25.43,814.059,0,266.5
1/4/2021 04:44,4:44,11.88,-12.1,26.28,814.856,0,267.1
1/4/2021 04:59,4:59,10.57,-12,25.99,814.964,0,269.3
1/4/2021 05:14,5:14,6.737,-11.92,25.32,815.254,0,282.3
1/4/2021 05:29,5:29,7.289,-11.31,21.23,815.051,0,257.4
1/4/2021 05:44,5:44,4.381,-11.4,22.71,815.165,0,244.7
1/4/2021 05:59,5:59,4.084,-11.25,24.46,815.097,0,243.1
1/4/2021 06:14,6:14,5.777,-11.13,22.88,815.284,0,255.1
1/4/2021 06:29,6:29,6.191,-10.74,19.37,815.506,0,261.8
1/4/2021 06:44,6:44,6.041,-10.9,19.61,815.364,0,286.9
1/4/2021 06:59,6:59,6.646,-10.75,22.54,815.216,0,258.3
1/4/2021 07:14,7:14,6.439,-10.29,17.21,815.076,0,269.4
1/4/2021 07:29,7:29,1.907,-9.88,14.46,815.484,0,317
1/4/2021 07:44,7:44,4.099,-12.16,22.6,815.758,0,93.4
1/4/2021 07:59,7:59,5.524,-10.65,23.58,815.795,0,66.14
1/4/2021 08:14,8:14,4.092,-11.56,23.21,816.175,0,90.8
1/4/2021 08:29,8:29,1.636,-11.3,24.49,816.399,0,94.9
1/4/2021 08:44,8:44,3.497,-11.08,24.33,816.359,0,116.5
1/4/2021 08:59,8:59,2.53,-11.1,20.5,816.594,0,158.2
1/4/2021 09:14,9:14,3.47,-10.72,19.51,816.772,0,161.4
1/4/2021 09:29,9:29,2.577,-10.04,17.63,816.726,0,173.2
1/4/2021 09:44,9:44,3.092,-9.79,15.75,816.683,0,184.4
1/4/2021 09:59,9:59,3.231,-9.44,12.65,816.654,0,180.8
1/4/2021 10:14,10:14,2.475,-8.92,11.89,816.592,0,160.7
1/4/2021 10:29,10:29,4.295,-8.6,10.76,816.41,0,159.8
1/4/2021 10:44,10:44,4.396,-8.59,12.03,816.136,0,169.7
1/4/2021 10:59,10:59,4.784,-8.42,10.4,815.976,0,162.7
1/4/2021 11:14,11:14,5.135,-8.15,11.26,815.692,0,166.4
1/4/2021 11:29,11:29,4.815,-8.07,10.86,815.33,0,151.4
1/4/2021 11:44,11:44,5.173,-7.655,9.21,815.043,0,144.6
1/4/2021 11:59,11:59,4.586,-7.26,9.87,814.699,0,159.2
1/4/2021 12:14,12:14,3.942,-7.114,9.63,814.435,0,168.8
1/4/2021 12:29,12:29,3.599,-6.58,9.62,814.194,0,156.9
1/4/2021 12:44,12:44,2.804,-6.418,10.03,813.934,0,163.2
1/4/2021 12:59,12:59,4.983,-6.44,10.58,813.78,0,154.6
1/4/2021 13:14,13:14,3.581,-6.36,9.91,813.668,0,155.9
1/4/2021 13:29,13:29,4.667,-6.109,9.37,813.604,0,145.4
1/4/2021 13:44,13:44,3.22,-6.476,9.41,813.663,0,136.6
1/4/2021 13:59,13:59,4.27,-6.167,9.7,813.735,0,136.1
1/4/2021 14:14,14:14,3.838,-6.253,9.64,813.635,0,137.7
1/4/2021 14:29,14:29,3.864,-5.918,10.16,813.741,0,169.2
1/4/2021 14:44,14:44,2.738,-5.901,9.62,813.721,0,156.3
1/4/2021 14:59,14:59,3.08,-6.023,9.76,813.722,0,154.9
1/4/2021 15:14,15:14,2.333,-6.089,9.94,813.818,0,201.5
1/4/2021 15:29,15:29,3.177,-7.181,23.26,813.883,0,2.229
1/4/2021 15:44,15:44,4.023,-8.06,29.36,813.92,0,355.2
1/4/2021 15:59,15:59,3.498,-8.93,31.66,813.967,0,11.81
1/4/2021 16:14,16:14,2.511,-9.46,33.5,813.981,0,0.189
1/4/2021 16:29,16:29,2.404,-10.14,35.72,813.806,0,11.41
1/4/2021 16:44,16:44,2.779,-10.4,36.51,813.849,0,346.3
1/4/2021 16:59,16:59,2.71,-9.98,37.54,813.84,0,331.2
1/4/2021 17:14,17:14,2.687,-10.37,38.22,813.76,0,329
1/4/2021 17:29,17:29,2.674,-10.57,37.53,813.642,0,322.5
1/4/2021 17:44,17:44,3.495,-10.36,35.03,813.479,0,308.4
1/4/2021 17:59,17:59,4.846,-9.38,32.77,813.393,0,306.3
1/4/2021 18:14,18:14,1.406,-10.15,29.91,813.499,0,318.4
1/4/2021 18:29,18:29,4.572,-10.12,26.37,813.253,0,305.5
1/4/2021 18:44,18:44,4.486,-10.41,26.22,813.033,0,299.7
1/4/2021 18:59,18:59,1.956,-8.81,28.81,812.635,0,258.5
1/4/2021 19:14,19:14,1.6,-8.22,27.15,812.48,0,217.7
1/4/2021 19:29,19:29,3.022,-7.739,23.45,812.277,0,197.4
1/4/2021 19:44,19:44,1.673,-10.35,22.86,812.037,0,318.1
